example_id,query_idx,query_type,doc_idx,n_docs,doc_position,doc_len,attention_mass,attention_mass_ratio,attention_density
0,12,unrelated,5,10,0.5555555555555556,214,0.12255124002695084,0.12255124002695084,0.000572669345920331
0,12,unrelated,6,10,0.6666666666666666,121,0.0841987133026123,0.0841987133026123,0.0006958571347323331
0,12,unrelated,7,10,0.7777777777777778,301,0.22010114789009094,0.22010114789009094,0.0007312330494687407
0,12,unrelated,8,10,0.8888888888888888,84,0.11247803270816803,0.11247803270816803,0.0013390241989067622
0,12,unrelated,9,10,1.0,83,0.26533910632133484,0.26533910632133484,0.003196856702666685
0,13,unrelated,0,10,0.0,50,0.028922051191329956,0.028922052915218648,0.0005784410238265991
0,13,unrelated,1,10,0.1111111111111111,92,0.0379374623298645,0.0379374645911136,0.00041236372097678805
0,13,unrelated,2,10,0.2222222222222222,76,0.04212278127670288,0.04212278378741645,0.00055424712206188
0,13,unrelated,3,10,0.3333333333333333,98,0.05876548960804939,0.058765493110745734,0.0005996478531433611
0,13,unrelated,4,10,0.4444444444444444,52,0.029747983440756798,0.029747985213874888,0.0005720766046299384
0,13,unrelated,5,10,0.5555555555555556,214,0.12331634759902954,0.12331635494925708,0.0005762446149487362
0,13,unrelated,6,10,0.6666666666666666,121,0.08539734035730362,0.08539734544738206,0.0007057631434487903
0,13,unrelated,7,10,0.7777777777777778,301,0.2233150601387024,0.22331507344931803,0.0007419104987996757
0,13,unrelated,8,10,0.8888888888888888,84,0.10851728171110153,0.10851728817923595,0.0012918724013226373
0,13,unrelated,9,10,1.0,83,0.26195815205574036,0.2619581676696639,0.0031561223139245824
0,14,unrelated,0,10,0.0,50,0.029929563403129578,0.029929563403129578,0.0005985912680625915
0,14,unrelated,1,10,0.1111111111111111,92,0.036531638354063034,0.036531638354063034,0.00039708302558764166
0,14,unrelated,2,10,0.2222222222222222,76,0.040703531354665756,0.040703531354665756,0.0005355727809824442
0,14,unrelated,3,10,0.3333333333333333,98,0.058490682393312454,0.058490682393312454,0.0005968436978909434
0,14,unrelated,4,10,0.4444444444444444,52,0.029451701790094376,0.029451701790094376,0.0005663788805787379
0,14,unrelated,5,10,0.5555555555555556,214,0.1292245090007782,0.1292245090007782,0.0006038528457980289
0,14,unrelated,6,10,0.6666666666666666,121,0.08453772217035294,0.08453772217035294,0.0006986588609120077
0,14,unrelated,7,10,0.7777777777777778,301,0.22465480864048004,0.22465480864048004,0.0007463614904999337
0,14,unrelated,8,10,0.8888888888888888,84,0.10888820886611938,0.10888820886611938,0.0012962882007871354
0,14,unrelated,9,10,1.0,83,0.2575876712799072,0.2575876712799072,0.003103465919035027
0,15,unrelated,0,10,0.0,50,0.02967092953622341,0.02967093130474873,0.0005934185907244682
0,15,unrelated,1,10,0.1111111111111111,92,0.03663552552461624,0.03663552770826386,0.00039821223396322
0,15,unrelated,2,10,0.2222222222222222,76,0.04191957414150238,0.04191957664010385,0.0005515733439671365
0,15,unrelated,3,10,0.3333333333333333,98,0.05820189416408539,0.05820189763318882,0.0005938968792253611
0,15,unrelated,4,10,0.4444444444444444,52,0.029769670218229294,0.029769671992640016,0.000572493658042871
0,15,unrelated,5,10,0.5555555555555556,214,0.1244814395904541,0.12448144701012653,0.0005816889700488509
0,15,unrelated,6,10,0.6666666666666666,121,0.08609247952699661,0.08609248465850858,0.0007115080952644348
0,15,unrelated,7,10,0.7777777777777778,301,0.21855983138084412,0.218559844408026,0.0007261123966141001
