selector,rate,example_id,sub_question_id,context_len,system_len,doc_len,query_len,selected_tokens,query_system,query_system_last_layer,query_selected_doc,query_selected_doc_last_layer,query_unselected_doc,query_unselected_doc_last_layer,query_query_or_current,query_query_or_current_last_layer,query_doc_total,query_doc_total_last_layer,query_system_first16,query_system_first16_last_layer,query_main_sum,decode_system,decode_system_last_layer,decode_selected_doc,decode_selected_doc_last_layer,decode_unselected_doc,decode_unselected_doc_last_layer,decode_query_or_current,decode_query_or_current_last_layer,decode_doc_total,decode_doc_total_last_layer,decode_system_first16,decode_system_first16_last_layer,decode_main_sum
random,0.8,9,0,2790,792,1998,20,1598,0.4345936383519854,0.14656873430524553,0.24859503969854238,0.22088009970528738,0.044514058317456924,0.1006152970450265,0.27229726217230976,0.5319358825683593,0.2931090972861465,0.32149543762207033,0.29870543092185126,0.0727952003479004,0.9999999985402944,0.30623798163569704,0.153247560773577,0.25216341231550493,0.21745644296918595,0.051996829330312966,0.10052968774523054,0.3896017926079886,0.528766291482108,0.3041602397451596,0.317986147744315,0.23842250371389853,0.08801349571772984,1.0000000158895037
random,0.8,9,1,3514,792,2722,28,2177,0.38103321272847257,0.1204735600218481,0.26142552642711053,0.2577923366001674,0.048962977467751016,0.06877679240946867,0.3085782875472533,0.5529573012371453,0.3103885094556448,0.32656910954689494,0.27617712712605036,0.07429730162328603,1.0000000041705874,0.2992584573066965,0.06165193234171186,0.25412685043957767,0.3787376880645752,0.06677087635866233,0.16439478737967356,0.37984381281599705,0.3952155794416155,0.32089772333904193,0.5431324754442487,0.24006110828426877,0.04600917015756879,0.9999999969209334
random,0.8,10,0,2297,792,1505,20,1204,0.458444388302005,0.1123610292162214,0.2510413714817592,0.254228755405971,0.033581893206859115,0.05089400155203683,0.2569323512972618,0.5825162070138113,0.2846232618604387,0.30512275695800783,0.3059239514020024,0.062019062042236325,1.0000000042878852,0.3551903023403518,0.14376398495265416,0.24592876768842037,0.3946496418544224,0.03765698651574095,0.08194005489349365,0.3612239445958818,0.37964636938912527,0.2835857551925037,0.4765896797180176,0.2593803245156091,0.0740838817187718,1.000000001140395
random,0.8,10,1,2530,792,1738,19,1390,0.43131040143915456,0.11642252412953771,0.2667257655191882,0.33557062937801047,0.03310736344785107,0.05643944274213977,0.26885646114287903,0.49156739657982845,0.2998331312718376,0.3920100792906338,0.28900422263494363,0.06560444652586055,0.9999999915490729,0.3580244870818391,0.29150268009730745,0.26306484974160493,0.30661542075020926,0.04457416316988517,0.12305446181978498,0.33433650434017176,0.27882746287754606,0.30763901070672645,0.4296698570251465,0.2682644129559702,0.2263498306274414,1.000000004333501
random,0.8,11,0,2022,792,1230,22,984,0.4227001932423721,0.12039784022739955,0.2684450474652377,0.3171407526189631,0.034443024082838496,0.05846509066495029,0.2744117351542599,0.5039963164886871,0.3028880696128605,0.37560584328391333,0.2954475973596268,0.06330618920264305,0.9999999999447081,0.3663886101270209,0.3689395359584263,0.2304357381499544,0.19170103754316056,0.056689170930458575,0.14347125802721297,0.3464864790439606,0.29588821956089567,0.28712490809207053,0.335172312600272,0.2664751713829381,0.24945345946720668,0.9999999982513945
random,0.8,11,1,1997,792,1205,21,964,0.4295246649761588,0.14390601592809976,0.25877976487051285,0.25749902011585885,0.03545295888063858,0.053177528640850874,0.2762426150667657,0.5454174223400298,0.29423272296916636,0.3106765228063882,0.2858100795522839,0.06637051640724649,1.000000003794076,0.3587510239104835,0.18789451462881906,0.257552870074097,0.36460464341299875,0.03338386734225312,0.1364527600152152,0.35031224087792995,0.3110480989728655,0.2909367346033758,0.5010574204581124,0.2601225872533585,0.04186504227774484,1.0000000022047635
random,0.8,12,0,2803,792,2011,27,1608,0.4021771013601566,0.11979916486790572,0.25144427091176097,0.2105924818250868,0.04780062864156537,0.08000014572547226,0.29857799994251716,0.5896082075815352,0.29924489797648385,0.2905926578259342,0.2757994930963127,0.05001786650803985,1.000000000856,0.36958701391609344,0.15612849167415074,0.22174515316680984,0.4423351969037737,0.04771325303887835,0.08032505852835518,0.36095458329940333,0.32121126992361887,0.26945840886660977,0.5226602554321289,0.2659446817908285,0.10857915026800972,1.000000003421185
random,0.8,12,1,2893,792,2101,25,1680,0.4000067981408567,0.08813676561628069,0.2708603602039571,0.25597423008510045,0.03922123130486937,0.04471375601632255,0.2899116177461586,0.6111752319335938,0.3100815858646316,0.30068797520228796,0.27928632882176607,0.03899827684674944,1.0000000073958417,0.35712654858219384,0.021977722644805908,0.262431693624477,0.3207951954432896,0.032462910958090604,0.13108732870646886,0.3479788394606844,0.5261397361755371,0.294894602833962,0.45188253266470774,0.2796263267162579,0.00498572683760098,0.9999999926254458
random,0.8,13,0,1934,792,1142,16,913,0.4832210656331511,0.17886263983590261,0.21083432709684177,0.2271460805620466,0.05380201370132213,0.10271481105259486,0.25214260512468767,0.4912764685494559,0.2646363356283733,0.32986089161464144,0.3105475369042584,0.07852197544915336,1.0000000115560026,0.3332324922084808,0.09539634840829032,0.20088460037902903,0.22683005673544748,0.06378657944804551,0.24887258665902273,0.40209633294416935,0.428900991167341,0.26467117606377116,0.4757026263645717,0.24395730287996023,0.015912366764886037,1.0000000049797246
random,0.8,13,1,2875,792,2083,20,1666,0.4028407116325533,0.07863913944789341,0.26032588408917795,0.27554686410086493,0.04496706745454243,0.07335658073425293,0.29186633387390454,0.5724574497767857,0.3052929552233949,0.3489034652709961,0.2780450758429207,0.03543426309313093,0.9999999970501781,0.30730419312912627,0.0001467880460300616,0.25281559782368795,0.10157896791185651,0.04214099365077456,0.01117950358561107,0.39773921759761105,0.8870947701590401,0.2949565901440017,0.11275847469057355,0.2428117121006074,1.1489239113871008e-05,1.0000000022012
