example_id,main_idx,sub_idx,doc_len,selected_count,rank,rank_pct,position,doc_position,importance_score,key_token_rel_delta,value_token_rel_delta,value_over_key_delta
1,0,0,2105,196,183,0.9311224489795918,1506,714,6.375,0.18378733098506927,0.9699341654777527,5.277481098799306
1,0,0,2105,196,184,0.9362244897959183,1040,248,6.3125,0.1733485609292984,1.3005527257919312,7.502529694001148
1,0,0,2105,196,185,0.9413265306122449,861,69,6.28125,0.16623497009277344,1.3802658319473267,8.303101514493108
1,0,0,2105,196,186,0.9464285714285714,1023,231,6.28125,0.17578431963920593,1.0528602600097656,5.989500441022
1,0,0,2105,196,187,0.951530612244898,2032,1240,6.28125,0.1851389855146408,1.4524734020233154,7.845313605764618
1,0,0,2105,196,188,0.9566326530612245,1498,706,6.25,0.16087502241134644,0.2531879246234894,1.5738174940204908
1,0,0,2105,196,189,0.9617346938775511,1424,632,6.15625,0.17484526336193085,1.1185723543167114,6.397498752910805
1,0,0,2105,196,190,0.9668367346938775,1793,1001,6.15625,0.1823509782552719,0.9047353863716125,4.961505526447564
1,0,0,2105,196,191,0.9719387755102041,1168,376,6.125,0.1746692657470703,0.6388540863990784,3.6575071387802875
1,0,0,2105,196,192,0.9770408163265306,855,63,6.0625,0.13670361042022705,0.4079096019268036,2.9838977966266222
1,0,0,2105,196,193,0.9821428571428571,1471,679,6.0625,0.18553318083286285,0.7109396457672119,3.8318733208364946
1,0,0,2105,196,194,0.9872448979591837,1980,1188,6.0625,0.1692332923412323,0.7148647904396057,4.224138055495423
1,0,0,2105,196,195,0.9923469387755102,2026,1234,6.0625,0.1641055792570114,0.62784343957901,3.8258506652713913
1,0,0,2105,196,196,0.9974489795918368,1017,225,6.03125,0.1763189435005188,0.4956161379814148,2.8109069175380217
2,1,0,2087,194,1,0.002577319587628866,1535,743,251.0,0.201432466506958,1.3583320379257202,6.743361988629854
2,1,0,2087,194,2,0.007731958762886598,1807,1015,246.0,0.20649096369743347,1.3680202960968018,6.62508553204636
2,1,0,2087,194,3,0.01288659793814433,1920,1128,222.0,0.20975975692272186,1.37919282913208,6.575106919262959
2,1,0,2087,194,4,0.01804123711340206,1997,1205,222.0,0.209711953997612,1.3869954347610474,6.613811985034612
