example_id,chunk_id,method,rate,chunk_len,selected_count
13,3,offline32b_freq_boundary0p02_global,0.05,166,22
13,4,offline32b_freq_boundary0p02_global,0.05,55,14
13,5,offline32b_freq_boundary0p02_global,0.05,517,19
13,6,offline32b_freq_boundary0p02_global,0.05,261,17
13,7,offline32b_freq_boundary0p02_global,0.05,390,15
13,8,offline32b_freq_boundary0p02_global,0.05,279,18
13,9,offline32b_freq_boundary0p02_global,0.05,982,41
14,0,offline32b_mean_score_global,0.05,453,41
14,1,offline32b_mean_score_global,0.05,180,10
14,2,offline32b_mean_score_global,0.05,576,20
14,3,offline32b_mean_score_global,0.05,923,19
14,4,offline32b_mean_score_global,0.05,884,22
14,5,offline32b_mean_score_global,0.05,583,26
14,6,offline32b_mean_score_global,0.05,961,28
14,7,offline32b_mean_score_global,0.05,1170,33
14,8,offline32b_mean_score_global,0.05,106,19
14,9,offline32b_mean_score_global,0.05,239,85
14,0,offline32b_top2_mean_global,0.05,453,46
14,1,offline32b_top2_mean_global,0.05,180,10
14,2,offline32b_top2_mean_global,0.05,576,18
14,3,offline32b_top2_mean_global,0.05,923,19
14,4,offline32b_top2_mean_global,0.05,884,21
14,5,offline32b_top2_mean_global,0.05,583,28
14,6,offline32b_top2_mean_global,0.05,961,27
14,7,offline32b_top2_mean_global,0.05,1170,28
14,8,offline32b_top2_mean_global,0.05,106,17
14,9,offline32b_top2_mean_global,0.05,239,89
14,0,offline32b_freq_boundary0p02_global,0.05,453,31
14,1,offline32b_freq_boundary0p02_global,0.05,180,21
14,2,offline32b_freq_boundary0p02_global,0.05,576,28
14,3,offline32b_freq_boundary0p02_global,0.05,923,26
14,4,offline32b_freq_boundary0p02_global,0.05,884,27
14,5,offline32b_freq_boundary0p02_global,0.05,583,23
14,6,offline32b_freq_boundary0p02_global,0.05,961,31
14,7,offline32b_freq_boundary0p02_global,0.05,1170,35
14,8,offline32b_freq_boundary0p02_global,0.05,106,22
14,9,offline32b_freq_boundary0p02_global,0.05,239,59
15,0,offline32b_mean_score_global,0.05,963,81
15,1,offline32b_mean_score_global,0.05,1005,25
15,2,offline32b_mean_score_global,0.05,930,26
15,3,offline32b_mean_score_global,0.05,954,14
15,4,offline32b_mean_score_global,0.05,949,18
15,5,offline32b_mean_score_global,0.05,930,15
15,6,offline32b_mean_score_global,0.05,981,19
15,7,offline32b_mean_score_global,0.05,962,28
15,8,offline32b_mean_score_global,0.05,1019,91
15,9,offline32b_mean_score_global,0.05,873,161
15,0,offline32b_top2_mean_global,0.05,963,98
15,1,offline32b_top2_mean_global,0.05,1005,27
15,2,offline32b_top2_mean_global,0.05,930,33
15,3,offline32b_top2_mean_global,0.05,954,13
15,4,offline32b_top2_mean_global,0.05,949,14
15,5,offline32b_top2_mean_global,0.05,930,16
15,6,offline32b_top2_mean_global,0.05,981,15
15,7,offline32b_top2_mean_global,0.05,962,25
15,8,offline32b_top2_mean_global,0.05,1019,90
15,9,offline32b_top2_mean_global,0.05,873,147
15,0,offline32b_freq_boundary0p02_global,0.05,963,62
15,1,offline32b_freq_boundary0p02_global,0.05,1005,35
15,2,offline32b_freq_boundary0p02_global,0.05,930,39
15,3,offline32b_freq_boundary0p02_global,0.05,954,32
15,4,offline32b_freq_boundary0p02_global,0.05,949,34
15,5,offline32b_freq_boundary0p02_global,0.05,930,34
15,6,offline32b_freq_boundary0p02_global,0.05,981,32
15,7,offline32b_freq_boundary0p02_global,0.05,962,40
15,8,offline32b_freq_boundary0p02_global,0.05,1019,64
15,9,offline32b_freq_boundary0p02_global,0.05,873,106
16,0,offline32b_mean_score_global,0.05,145,12
16,1,offline32b_mean_score_global,0.05,501,15
16,2,offline32b_mean_score_global,0.05,696,18
16,3,offline32b_mean_score_global,0.05,85,11
16,4,offline32b_mean_score_global,0.05,686,12
16,5,offline32b_mean_score_global,0.05,154,19
16,6,offline32b_mean_score_global,0.05,76,12
16,7,offline32b_mean_score_global,0.05,107,11
16,8,offline32b_mean_score_global,0.05,80,16
16,0,offline32b_top2_mean_global,0.05,145,11
16,1,offline32b_top2_mean_global,0.05,501,15
16,2,offline32b_top2_mean_global,0.05,696,23
16,3,offline32b_top2_mean_global,0.05,85,11
16,4,offline32b_top2_mean_global,0.05,686,13
16,5,offline32b_top2_mean_global,0.05,154,18
16,6,offline32b_top2_mean_global,0.05,76,11
16,7,offline32b_top2_mean_global,0.05,107,10
16,8,offline32b_top2_mean_global,0.05,80,14
16,0,offline32b_freq_boundary0p02_global,0.05,145,13
16,1,offline32b_freq_boundary0p02_global,0.05,501,15
16,2,offline32b_freq_boundary0p02_global,0.05,696,15
16,3,offline32b_freq_boundary0p02_global,0.05,85,13
16,4,offline32b_freq_boundary0p02_global,0.05,686,14
16,5,offline32b_freq_boundary0p02_global,0.05,154,18
16,6,offline32b_freq_boundary0p02_global,0.05,76,10
16,7,offline32b_freq_boundary0p02_global,0.05,107,12
16,8,offline32b_freq_boundary0p02_global,0.05,80,16
17,0,offline32b_mean_score_global,0.05,950,61
17,1,offline32b_mean_score_global,0.05,420,28
17,2,offline32b_mean_score_global,0.05,546,22
17,3,offline32b_mean_score_global,0.05,390,21
17,4,offline32b_mean_score_global,0.05,926,24
17,5,offline32b_mean_score_global,0.05,502,23
17,6,offline32b_mean_score_global,0.05,672,36
17,7,offline32b_mean_score_global,0.05,877,33
17,8,offline32b_mean_score_global,0.05,54,16
17,9,offline32b_mean_score_global,0.05,893,47
17,0,offline32b_top2_mean_global,0.05,950,61
17,1,offline32b_top2_mean_global,0.05,420,27
17,2,offline32b_top2_mean_global,0.05,546,28
17,3,offline32b_top2_mean_global,0.05,390,24
17,4,offline32b_top2_mean_global,0.05,926,25
17,5,offline32b_top2_mean_global,0.05,502,22
17,6,offline32b_top2_mean_global,0.05,672,34
17,7,offline32b_top2_mean_global,0.05,877,34
17,8,offline32b_top2_mean_global,0.05,54,14
17,9,offline32b_top2_mean_global,0.05,893,42
17,0,offline32b_freq_boundary0p02_global,0.05,950,41
17,1,offline32b_freq_boundary0p02_global,0.05,420,27
17,2,offline32b_freq_boundary0p02_global,0.05,546,26
17,3,offline32b_freq_boundary0p02_global,0.05,390,28
17,4,offline32b_freq_boundary0p02_global,0.05,926,34
