target,source,kind,layer,rank,subspace_overlap
2,preprocess,k,41,2,0.4072648286819458
2,preprocess,k,41,4,0.3599841296672821
2,preprocess,k,41,8,0.2571831941604614
2,preprocess,k,41,16,0.1634860634803772
2,preprocess,k,41,32,0.09347458183765411
2,preprocess,k,42,1,0.16434241831302643
2,preprocess,k,42,2,0.4676724076271057
2,preprocess,k,42,4,0.35328447818756104
2,preprocess,k,42,8,0.2557358145713806
2,preprocess,k,42,16,0.16190145909786224
2,preprocess,k,42,32,0.09219753742218018
2,preprocess,k,43,1,0.20222759246826172
2,preprocess,k,43,2,0.39692413806915283
2,preprocess,k,43,4,0.3542713522911072
2,preprocess,k,43,8,0.24727866053581238
2,preprocess,k,43,16,0.14689123630523682
2,preprocess,k,43,32,0.08284717798233032
2,preprocess,k,44,1,0.3124748766422272
2,preprocess,k,44,2,0.44746267795562744
2,preprocess,k,44,4,0.36279600858688354
2,preprocess,k,44,8,0.246686190366745
2,preprocess,k,44,16,0.14533832669258118
2,preprocess,k,44,32,0.08249285817146301
2,preprocess,k,45,1,0.3011959493160248
2,preprocess,k,45,2,0.5428680181503296
2,preprocess,k,45,4,0.34161436557769775
2,preprocess,k,45,8,0.27416858077049255
2,preprocess,k,45,16,0.16711662709712982
2,preprocess,k,45,32,0.09545909613370895
2,preprocess,k,46,1,0.40760642290115356
2,preprocess,k,46,2,0.4222143292427063
2,preprocess,k,46,4,0.32087546586990356
2,preprocess,k,46,8,0.24548672139644623
2,preprocess,k,46,16,0.1434268355369568
2,preprocess,k,46,32,0.08039908856153488
2,preprocess,k,47,1,0.333458811044693
2,preprocess,k,47,2,0.4415549039840698
2,preprocess,k,47,4,0.3466981053352356
2,preprocess,k,47,8,0.26714932918548584
2,preprocess,k,47,16,0.16007493436336517
2,preprocess,k,47,32,0.09154394268989563
2,preprocess,k,48,1,0.30384939908981323
2,preprocess,k,48,2,0.4334868788719177
2,preprocess,k,48,4,0.32633176445961
2,preprocess,k,48,8,0.2733607888221741
2,preprocess,k,48,16,0.16265042126178741
2,preprocess,k,48,32,0.09470153599977493
2,preprocess,k,49,1,0.34194183349609375
2,preprocess,k,49,2,0.388145387172699
2,preprocess,k,49,4,0.3071500062942505
2,preprocess,k,49,8,0.24746477603912354
2,preprocess,k,49,16,0.15036779642105103
2,preprocess,k,49,32,0.08784061670303345
2,preprocess,k,50,1,0.3184395432472229
2,preprocess,k,50,2,0.39656174182891846
2,preprocess,k,50,4,0.3090183436870575
2,preprocess,k,50,8,0.2579524517059326
2,preprocess,k,50,16,0.15400430560112
2,preprocess,k,50,32,0.09001155197620392
2,preprocess,k,51,1,0.33655479550361633
2,preprocess,k,51,2,0.381710022687912
2,preprocess,k,51,4,0.31290537118911743
2,preprocess,k,51,8,0.2549808621406555
2,preprocess,k,51,16,0.15477657318115234
2,preprocess,k,51,32,0.09173039346933365
2,preprocess,k,52,1,0.2726576626300812
2,preprocess,k,52,2,0.4017654061317444
2,preprocess,k,52,4,0.32406163215637207
2,preprocess,k,52,8,0.27216455340385437
2,preprocess,k,52,16,0.1642429530620575
2,preprocess,k,52,32,0.09698132425546646
2,preprocess,k,53,1,0.293346107006073
2,preprocess,k,53,2,0.32781344652175903
2,preprocess,k,53,4,0.2989358901977539
2,preprocess,k,53,8,0.2461017519235611
2,preprocess,k,53,16,0.15303568542003632
2,preprocess,k,53,32,0.09058723598718643
2,preprocess,k,54,1,0.3095068633556366
2,preprocess,k,54,2,0.24334697425365448
2,preprocess,k,54,4,0.30179882049560547
2,preprocess,k,54,8,0.2445957511663437
2,preprocess,k,54,16,0.15361611545085907
2,preprocess,k,54,32,0.08993272483348846
2,preprocess,k,55,1,0.34493592381477356
2,preprocess,k,55,2,0.1880616396665573
2,preprocess,k,55,4,0.28986841440200806
2,preprocess,k,55,8,0.2434317022562027
2,preprocess,k,55,16,0.15727031230926514
2,preprocess,k,55,32,0.0909348800778389
2,preprocess,k,56,1,0.33088284730911255
2,preprocess,k,56,2,0.18297137320041656
2,preprocess,k,56,4,0.2716892957687378
2,preprocess,k,56,8,0.23179152607917786
2,preprocess,k,56,16,0.14855951070785522
2,preprocess,k,56,32,0.08474519848823547
2,preprocess,k,57,1,0.3196454346179962
2,preprocess,k,57,2,0.19360953569412231
2,preprocess,k,57,4,0.2821314036846161
2,preprocess,k,57,8,0.2368086278438568
2,preprocess,k,57,16,0.15290716290473938
2,preprocess,k,57,32,0.0884600505232811
2,preprocess,k,58,1,0.28334715962409973
2,preprocess,k,58,2,0.21417757868766785
2,preprocess,k,58,4,0.2928001284599304
2,preprocess,k,58,8,0.23318299651145935
2,preprocess,k,58,16,0.15220339596271515
2,preprocess,k,58,32,0.08873450011014938
2,preprocess,k,59,1,0.294520765542984
2,preprocess,k,59,2,0.21003198623657227
2,preprocess,k,59,4,0.31353023648262024
2,preprocess,k,59,8,0.23958976566791534
2,preprocess,k,59,16,0.15810269117355347
2,preprocess,k,59,32,0.09121626615524292
2,preprocess,k,60,1,0.3175926208496094
2,preprocess,k,60,2,0.1972951889038086
2,preprocess,k,60,4,0.25795692205429077
2,preprocess,k,60,8,0.2414664924144745
2,preprocess,k,60,16,0.1528165340423584
2,preprocess,k,60,32,0.08653727173805237
2,preprocess,k,61,1,0.3191417455673218
2,preprocess,k,61,2,0.20007191598415375
2,preprocess,k,61,4,0.260128915309906
2,preprocess,k,61,8,0.2312646508216858
2,preprocess,k,61,16,0.14352090656757355
2,preprocess,k,61,32,0.0818600207567215
2,preprocess,k,62,1,0.3218618333339691
2,preprocess,k,62,2,0.2614896297454834
2,preprocess,k,62,4,0.2588568329811096
2,preprocess,k,62,8,0.2316628396511078
2,preprocess,k,62,16,0.14824706315994263
2,preprocess,k,62,32,0.08558894693851471
2,preprocess,k,63,1,0.32152241468429565
2,preprocess,k,63,2,0.2640407085418701
2,preprocess,k,63,4,0.24395450949668884
2,preprocess,k,63,8,0.2474668025970459
2,preprocess,k,63,16,0.1557096689939499
2,preprocess,k,63,32,0.08767574280500412
3,preprocess,k,0,1,0.9508568048477173
3,preprocess,k,0,2,0.5193891525268555
3,preprocess,k,0,4,0.3076460659503937
3,preprocess,k,0,8,0.17425234615802765
3,preprocess,k,0,16,0.0981665626168251
3,preprocess,k,0,32,0.05645914375782013
3,preprocess,k,1,1,0.3211161196231842
3,preprocess,k,1,2,0.26937228441238403
3,preprocess,k,1,4,0.26714903116226196
3,preprocess,k,1,8,0.2511061728000641
3,preprocess,k,1,16,0.143137589097023
3,preprocess,k,1,32,0.07699743658304214
3,preprocess,k,2,1,0.08483586460351944
3,preprocess,k,2,2,0.5102676153182983
3,preprocess,k,2,4,0.34043198823928833
3,preprocess,k,2,8,0.2758263945579529
3,preprocess,k,2,16,0.18412132561206818
3,preprocess,k,2,32,0.10938200354576111
3,preprocess,k,3,1,0.9346570372581482
3,preprocess,k,3,2,0.5988627672195435
3,preprocess,k,3,4,0.437949001789093
3,preprocess,k,3,8,0.31150856614112854
3,preprocess,k,3,16,0.20098355412483215
3,preprocess,k,3,32,0.11328005790710449
3,preprocess,k,4,1,0.8426426649093628
3,preprocess,k,4,2,0.5670298933982849
3,preprocess,k,4,4,0.38793402910232544
3,preprocess,k,4,8,0.28507280349731445
3,preprocess,k,4,16,0.18294118344783783
3,preprocess,k,4,32,0.10547864437103271
3,preprocess,k,5,1,0.6090112924575806
3,preprocess,k,5,2,0.4379189908504486
3,preprocess,k,5,4,0.3563171625137329
3,preprocess,k,5,8,0.2557389438152313
3,preprocess,k,5,16,0.16965606808662415
3,preprocess,k,5,32,0.09738238155841827
3,preprocess,k,6,1,0.6232854127883911
3,preprocess,k,6,2,0.5093218088150024
3,preprocess,k,6,4,0.3646162450313568
3,preprocess,k,6,8,0.2875775098800659
3,preprocess,k,6,16,0.1944390833377838
3,preprocess,k,6,32,0.11111338436603546
3,preprocess,k,7,1,0.5798906087875366
3,preprocess,k,7,2,0.5237595438957214
3,preprocess,k,7,4,0.34971344470977783
3,preprocess,k,7,8,0.2568168640136719
3,preprocess,k,7,16,0.17133358120918274
3,preprocess,k,7,32,0.09596554934978485
3,preprocess,k,8,1,0.6007038354873657
3,preprocess,k,8,2,0.524412989616394
3,preprocess,k,8,4,0.3630279004573822
3,preprocess,k,8,8,0.26222825050354004
3,preprocess,k,8,16,0.16653431951999664
3,preprocess,k,8,32,0.09318431466817856
3,preprocess,k,9,1,0.6798957586288452
3,preprocess,k,9,2,0.4172683656215668
3,preprocess,k,9,4,0.37630772590637207
3,preprocess,k,9,8,0.26660409569740295
3,preprocess,k,9,16,0.17019057273864746
3,preprocess,k,9,32,0.09433441609144211
3,preprocess,k,10,1,0.6952502131462097
3,preprocess,k,10,2,0.4578235149383545
3,preprocess,k,10,4,0.37067461013793945
3,preprocess,k,10,8,0.2651279866695404
3,preprocess,k,10,16,0.16769470274448395
3,preprocess,k,10,32,0.0926935225725174
3,preprocess,k,11,1,0.7386871576309204
3,preprocess,k,11,2,0.4094335436820984
3,preprocess,k,11,4,0.39607733488082886
3,preprocess,k,11,8,0.28105103969573975
3,preprocess,k,11,16,0.17813032865524292
3,preprocess,k,11,32,0.09842789173126221
3,preprocess,k,12,1,0.744074821472168
3,preprocess,k,12,2,0.41056326031684875
3,preprocess,k,12,4,0.4048028588294983
3,preprocess,k,12,8,0.29202890396118164
3,preprocess,k,12,16,0.1823558807373047
3,preprocess,k,12,32,0.10108087211847305
3,preprocess,k,13,1,0.7306371331214905
3,preprocess,k,13,2,0.5648175477981567
3,preprocess,k,13,4,0.3976447880268097
3,preprocess,k,13,8,0.2836446762084961
3,preprocess,k,13,16,0.17310146987438202
3,preprocess,k,13,32,0.09609609097242355
3,preprocess,k,14,1,0.7061988115310669
3,preprocess,k,14,2,0.4449805021286011
3,preprocess,k,14,4,0.39783424139022827
3,preprocess,k,14,8,0.28131595253944397
3,preprocess,k,14,16,0.16748563945293427
3,preprocess,k,14,32,0.0921003520488739
3,preprocess,k,15,1,0.7221428751945496
3,preprocess,k,15,2,0.40216824412345886
3,preprocess,k,15,4,0.414739727973938
3,preprocess,k,15,8,0.2873912751674652
3,preprocess,k,15,16,0.17201092839241028
3,preprocess,k,15,32,0.0953054279088974
3,preprocess,k,16,1,0.7196539044380188
3,preprocess,k,16,2,0.4012812376022339
3,preprocess,k,16,4,0.40553930401802063
3,preprocess,k,16,8,0.28664112091064453
3,preprocess,k,16,16,0.1711396872997284
3,preprocess,k,16,32,0.09448958933353424
3,preprocess,k,17,1,0.7477147579193115
3,preprocess,k,17,2,0.4675058126449585
3,preprocess,k,17,4,0.42499834299087524
3,preprocess,k,17,8,0.2968621850013733
3,preprocess,k,17,16,0.17610901594161987
3,preprocess,k,17,32,0.09762968122959137
3,preprocess,k,18,1,0.7385377883911133
3,preprocess,k,18,2,0.42577677965164185
3,preprocess,k,18,4,0.4197764992713928
3,preprocess,k,18,8,0.293855756521225
3,preprocess,k,18,16,0.1781882792711258
3,preprocess,k,18,32,0.09754172712564468
3,preprocess,k,19,1,0.7015931010246277
3,preprocess,k,19,2,0.37814387679100037
3,preprocess,k,19,4,0.39752310514450073
3,preprocess,k,19,8,0.28585100173950195
3,preprocess,k,19,16,0.17345532774925232
3,preprocess,k,19,32,0.09373718500137329
3,preprocess,k,20,1,0.7541696429252625
3,preprocess,k,20,2,0.4531283676624298
3,preprocess,k,20,4,0.42561349272727966
3,preprocess,k,20,8,0.294899582862854
3,preprocess,k,20,16,0.1814931184053421
3,preprocess,k,20,32,0.09869519621133804
3,preprocess,k,21,1,0.7771255970001221
3,preprocess,k,21,2,0.5018334984779358
3,preprocess,k,21,4,0.43834829330444336
3,preprocess,k,21,8,0.30451303720474243
3,preprocess,k,21,16,0.18597657978534698
3,preprocess,k,21,32,0.10081395506858826
3,preprocess,k,22,1,0.7000179290771484
3,preprocess,k,22,2,0.4228038787841797
3,preprocess,k,22,4,0.42850661277770996
3,preprocess,k,22,8,0.29736655950546265
3,preprocess,k,22,16,0.17956911027431488
3,preprocess,k,22,32,0.09876132011413574
3,preprocess,k,23,1,0.7318629622459412
3,preprocess,k,23,2,0.48809173703193665
3,preprocess,k,23,4,0.43032848834991455
3,preprocess,k,23,8,0.30539190769195557
3,preprocess,k,23,16,0.18551400303840637
3,preprocess,k,23,32,0.10290731489658356
3,preprocess,k,24,1,0.7301652431488037
3,preprocess,k,24,2,0.5185960531234741
3,preprocess,k,24,4,0.4291115701198578
3,preprocess,k,24,8,0.3117465078830719
3,preprocess,k,24,16,0.18994608521461487
3,preprocess,k,24,32,0.10550880432128906
3,preprocess,k,25,1,0.7617515325546265
3,preprocess,k,25,2,0.4694288969039917
3,preprocess,k,25,4,0.4006606936454773
3,preprocess,k,25,8,0.2963249683380127
3,preprocess,k,25,16,0.17937788367271423
3,preprocess,k,25,32,0.10014617443084717
3,preprocess,k,26,1,0.6925560235977173
3,preprocess,k,26,2,0.5396647453308105
3,preprocess,k,26,4,0.4209282100200653
3,preprocess,k,26,8,0.30323517322540283
3,preprocess,k,26,16,0.18596313893795013
3,preprocess,k,26,32,0.10385286808013916
3,preprocess,k,27,1,0.6993544697761536
3,preprocess,k,27,2,0.5412143468856812
3,preprocess,k,27,4,0.40860480070114136
3,preprocess,k,27,8,0.29814863204956055
3,preprocess,k,27,16,0.17977291345596313
3,preprocess,k,27,32,0.10034874081611633
3,preprocess,k,28,1,0.6781664490699768
3,preprocess,k,28,2,0.5594160556793213
3,preprocess,k,28,4,0.42379942536354065
3,preprocess,k,28,8,0.3059998154640198
3,preprocess,k,28,16,0.18234890699386597
3,preprocess,k,28,32,0.10193760693073273
3,preprocess,k,29,1,0.6359527707099915
3,preprocess,k,29,2,0.5930682420730591
3,preprocess,k,29,4,0.4113921523094177
3,preprocess,k,29,8,0.29114797711372375
3,preprocess,k,29,16,0.17195288836956024
3,preprocess,k,29,32,0.09639936685562134
3,preprocess,k,30,1,0.6772527098655701
3,preprocess,k,30,2,0.6158398985862732
3,preprocess,k,30,4,0.40727904438972473
3,preprocess,k,30,8,0.28672727942466736
3,preprocess,k,30,16,0.16984646022319794
3,preprocess,k,30,32,0.09420564770698547
3,preprocess,k,31,1,0.6205431222915649
3,preprocess,k,31,2,0.5926503539085388
3,preprocess,k,31,4,0.4062514901161194
3,preprocess,k,31,8,0.27919691801071167
3,preprocess,k,31,16,0.1666197031736374
3,preprocess,k,31,32,0.09234844893217087
3,preprocess,k,32,1,0.6512163877487183
3,preprocess,k,32,2,0.6161867380142212
3,preprocess,k,32,4,0.4005586504936218
3,preprocess,k,32,8,0.28583964705467224
3,preprocess,k,32,16,0.16862964630126953
3,preprocess,k,32,32,0.09377850592136383
3,preprocess,k,33,1,0.6112361550331116
3,preprocess,k,33,2,0.5985531210899353
3,preprocess,k,33,4,0.3999761939048767
3,preprocess,k,33,8,0.27966392040252686
3,preprocess,k,33,16,0.16911667585372925
3,preprocess,k,33,32,0.09203658252954483
3,preprocess,k,34,1,0.6413818597793579
3,preprocess,k,34,2,0.6247920393943787
3,preprocess,k,34,4,0.3996887505054474
3,preprocess,k,34,8,0.28675568103790283
3,preprocess,k,34,16,0.17081251740455627
3,preprocess,k,34,32,0.09400449693202972
3,preprocess,k,35,1,0.6347582340240479
3,preprocess,k,35,2,0.6026570796966553
3,preprocess,k,35,4,0.4170283079147339
3,preprocess,k,35,8,0.30374690890312195
3,preprocess,k,35,16,0.1813964545726776
3,preprocess,k,35,32,0.09921210259199142
3,preprocess,k,36,1,0.5947197675704956
3,preprocess,k,36,2,0.5900121927261353
3,preprocess,k,36,4,0.39436423778533936
3,preprocess,k,36,8,0.29120931029319763
3,preprocess,k,36,16,0.18174481391906738
3,preprocess,k,36,32,0.10130173712968826
3,preprocess,k,37,1,0.6429474949836731
3,preprocess,k,37,2,0.6267176270484924
3,preprocess,k,37,4,0.3952959179878235
3,preprocess,k,37,8,0.29680168628692627
3,preprocess,k,37,16,0.18088795244693756
3,preprocess,k,37,32,0.10050812363624573
3,preprocess,k,38,1,0.637367844581604
3,preprocess,k,38,2,0.42347055673599243
3,preprocess,k,38,4,0.40322160720825195
3,preprocess,k,38,8,0.2957299053668976
3,preprocess,k,38,16,0.18904846906661987
3,preprocess,k,38,32,0.10403575003147125
3,preprocess,k,39,1,0.5836026668548584
3,preprocess,k,39,2,0.39582520723342896
3,preprocess,k,39,4,0.3989751935005188
3,preprocess,k,39,8,0.29627811908721924
3,preprocess,k,39,16,0.20109082758426666
3,preprocess,k,39,32,0.11051956564188004
3,preprocess,k,40,1,0.5145435929298401
3,preprocess,k,40,2,0.37201833724975586
3,preprocess,k,40,4,0.3804163932800293
3,preprocess,k,40,8,0.2840355634689331
3,preprocess,k,40,16,0.18344953656196594
3,preprocess,k,40,32,0.10084166377782822
3,preprocess,k,41,1,0.5095420479774475
3,preprocess,k,41,2,0.38128727674484253
3,preprocess,k,41,4,0.3729678988456726
3,preprocess,k,41,8,0.2989300489425659
3,preprocess,k,41,16,0.20336100459098816
3,preprocess,k,41,32,0.11421774327754974
3,preprocess,k,42,1,0.41847482323646545
3,preprocess,k,42,2,0.4675620198249817
3,preprocess,k,42,4,0.3773386478424072
3,preprocess,k,42,8,0.3126193881034851
3,preprocess,k,42,16,0.20513653755187988
3,preprocess,k,42,32,0.11589521169662476
3,preprocess,k,43,1,0.3743979334831238
3,preprocess,k,43,2,0.42052721977233887
3,preprocess,k,43,4,0.36863163113594055
3,preprocess,k,43,8,0.3231693506240845
3,preprocess,k,43,16,0.19842498004436493
3,preprocess,k,43,32,0.10811517387628555
3,preprocess,k,44,1,0.4778187572956085
3,preprocess,k,44,2,0.44433096051216125
3,preprocess,k,44,4,0.3496577739715576
3,preprocess,k,44,8,0.31137681007385254
3,preprocess,k,44,16,0.19078339636325836
3,preprocess,k,44,32,0.10382059216499329
3,preprocess,k,45,1,0.088459312915802
3,preprocess,k,45,2,0.41377100348472595
3,preprocess,k,45,4,0.4520432949066162
3,preprocess,k,45,8,0.3759441077709198
3,preprocess,k,45,16,0.23614263534545898
3,preprocess,k,45,32,0.1315890997648239
3,preprocess,k,46,1,0.2445238083600998
3,preprocess,k,46,2,0.3936382532119751
3,preprocess,k,46,4,0.3741051256656647
3,preprocess,k,46,8,0.32540029287338257
3,preprocess,k,46,16,0.19584804773330688
3,preprocess,k,46,32,0.10812972486019135
3,preprocess,k,47,1,0.17872017621994019
3,preprocess,k,47,2,0.41061559319496155
3,preprocess,k,47,4,0.4179752469062805
3,preprocess,k,47,8,0.3592773675918579
3,preprocess,k,47,16,0.23390460014343262
3,preprocess,k,47,32,0.1320503205060959
3,preprocess,k,48,1,0.11500449478626251
3,preprocess,k,48,2,0.38960349559783936
3,preprocess,k,48,4,0.44372105598449707
3,preprocess,k,48,8,0.39439383149147034
3,preprocess,k,48,16,0.24397534132003784
3,preprocess,k,48,32,0.13563014566898346
3,preprocess,k,49,1,0.21398921310901642
3,preprocess,k,49,2,0.3956102132797241
3,preprocess,k,49,4,0.4082481265068054
3,preprocess,k,49,8,0.3561739921569824
3,preprocess,k,49,16,0.21799775958061218
3,preprocess,k,49,32,0.12156503647565842
3,preprocess,k,50,1,0.17063915729522705
3,preprocess,k,50,2,0.3841506540775299
3,preprocess,k,50,4,0.44146037101745605
3,preprocess,k,50,8,0.37162986397743225
3,preprocess,k,50,16,0.22776444256305695
3,preprocess,k,50,32,0.12576274573802948
3,preprocess,k,51,1,0.15576982498168945
3,preprocess,k,51,2,0.4027359187602997
3,preprocess,k,51,4,0.43379220366477966
3,preprocess,k,51,8,0.3620988428592682
3,preprocess,k,51,16,0.2221721112728119
3,preprocess,k,51,32,0.12207365781068802
3,preprocess,k,52,1,0.13210579752922058
3,preprocess,k,52,2,0.4052073657512665
3,preprocess,k,52,4,0.46483200788497925
3,preprocess,k,52,8,0.39656129479408264
3,preprocess,k,52,16,0.25067970156669617
3,preprocess,k,52,32,0.1391407549381256
3,preprocess,k,53,1,0.18747088313102722
3,preprocess,k,53,2,0.41575613617897034
3,preprocess,k,53,4,0.4419812858104706
3,preprocess,k,53,8,0.36558857560157776
3,preprocess,k,53,16,0.22783702611923218
3,preprocess,k,53,32,0.12512613832950592
3,preprocess,k,54,1,0.219010129570961
3,preprocess,k,54,2,0.4145315885543823
3,preprocess,k,54,4,0.4245634078979492
3,preprocess,k,54,8,0.34919050335884094
3,preprocess,k,54,16,0.21693375706672668
3,preprocess,k,54,32,0.11888264119625092
3,preprocess,k,55,1,0.27443569898605347
3,preprocess,k,55,2,0.41916534304618835
3,preprocess,k,55,4,0.4009125828742981
3,preprocess,k,55,8,0.33079659938812256
3,preprocess,k,55,16,0.2082425057888031
3,preprocess,k,55,32,0.11547732353210449
3,preprocess,k,56,1,0.2679467797279358
3,preprocess,k,56,2,0.4054151773452759
3,preprocess,k,56,4,0.38152241706848145
3,preprocess,k,56,8,0.31450948119163513
3,preprocess,k,56,16,0.1963338851928711
3,preprocess,k,56,32,0.10896940529346466
3,preprocess,k,57,1,0.24950219690799713
3,preprocess,k,57,2,0.40297558903694153
3,preprocess,k,57,4,0.388949453830719
3,preprocess,k,57,8,0.328085333108902
3,preprocess,k,57,16,0.20966339111328125
3,preprocess,k,57,32,0.11598914116621017
3,preprocess,k,58,1,0.2009827196598053
3,preprocess,k,58,2,0.39516758918762207
3,preprocess,k,58,4,0.4353756308555603
3,preprocess,k,58,8,0.35179081559181213
3,preprocess,k,58,16,0.22631897032260895
3,preprocess,k,58,32,0.12532548606395721
3,preprocess,k,59,1,0.21058590710163116
3,preprocess,k,59,2,0.4101299047470093
3,preprocess,k,59,4,0.4253576397895813
3,preprocess,k,59,8,0.34831738471984863
3,preprocess,k,59,16,0.22439010441303253
3,preprocess,k,59,32,0.12362131476402283
3,preprocess,k,60,1,0.27914702892303467
3,preprocess,k,60,2,0.3970796763896942
3,preprocess,k,60,4,0.3627762794494629
3,preprocess,k,60,8,0.30120396614074707
3,preprocess,k,60,16,0.19089943170547485
3,preprocess,k,60,32,0.10613077133893967
3,preprocess,k,61,1,0.25829678773880005
3,preprocess,k,61,2,0.3850705921649933
3,preprocess,k,61,4,0.3489082157611847
3,preprocess,k,61,8,0.2777051329612732
3,preprocess,k,61,16,0.1772618591785431
3,preprocess,k,61,32,0.09853702783584595
3,preprocess,k,62,1,0.271433562040329
3,preprocess,k,62,2,0.38545283675193787
3,preprocess,k,62,4,0.3396564722061157
3,preprocess,k,62,8,0.2840443253517151
3,preprocess,k,62,16,0.17911338806152344
3,preprocess,k,62,32,0.1005730852484703
3,preprocess,k,63,1,0.392189085483551
3,preprocess,k,63,2,0.2681543529033661
3,preprocess,k,63,4,0.29259228706359863
3,preprocess,k,63,8,0.25109589099884033
3,preprocess,k,63,16,0.15030816197395325
3,preprocess,k,63,32,0.08301181346178055
4,preprocess,k,0,1,0.026815753430128098
4,preprocess,k,0,2,0.04240835830569267
4,preprocess,k,0,4,0.03997313976287842
4,preprocess,k,0,8,0.03841404989361763
4,preprocess,k,0,16,0.08141998946666718
4,preprocess,k,0,32,0.070038802921772
4,preprocess,k,1,1,0.03233411908149719
4,preprocess,k,1,2,0.26728197932243347
4,preprocess,k,1,4,0.2155700922012329
4,preprocess,k,1,8,0.22754999995231628
4,preprocess,k,1,16,0.13997432589530945
4,preprocess,k,1,32,0.0743451789021492
4,preprocess,k,2,1,0.23558230698108673
4,preprocess,k,2,2,0.43422016501426697
4,preprocess,k,2,4,0.26216647028923035
4,preprocess,k,2,8,0.22499127686023712
4,preprocess,k,2,16,0.141183003783226
4,preprocess,k,2,32,0.0817137211561203
4,preprocess,k,3,1,0.8471972346305847
4,preprocess,k,3,2,0.4874081313610077
4,preprocess,k,3,4,0.3138990104198456
4,preprocess,k,3,8,0.2574751079082489
4,preprocess,k,3,16,0.15525855123996735
4,preprocess,k,3,32,0.0879746824502945
4,preprocess,k,4,1,0.40619614720344543
4,preprocess,k,4,2,0.4771615266799927
4,preprocess,k,4,4,0.2787836492061615
4,preprocess,k,4,8,0.23025259375572205
4,preprocess,k,4,16,0.14138376712799072
4,preprocess,k,4,32,0.08300608396530151
4,preprocess,k,5,1,0.09978160262107849
4,preprocess,k,5,2,0.44581517577171326
4,preprocess,k,5,4,0.25420311093330383
4,preprocess,k,5,8,0.22103001177310944
4,preprocess,k,5,16,0.13604754209518433
4,preprocess,k,5,32,0.07601596415042877
4,preprocess,k,6,1,0.07369399070739746
4,preprocess,k,6,2,0.47050711512565613
4,preprocess,k,6,4,0.2740851938724518
4,preprocess,k,6,8,0.2386208474636078
4,preprocess,k,6,16,0.15491406619548798
4,preprocess,k,6,32,0.0874474048614502
4,preprocess,k,7,1,0.09474531561136246
4,preprocess,k,7,2,0.4741918444633484
4,preprocess,k,7,4,0.2858606278896332
4,preprocess,k,7,8,0.23750954866409302
4,preprocess,k,7,16,0.14461080729961395
4,preprocess,k,7,32,0.08094391226768494
4,preprocess,k,8,1,0.11029739677906036
4,preprocess,k,8,2,0.4706558585166931
4,preprocess,k,8,4,0.2782559394836426
4,preprocess,k,8,8,0.24009373784065247
4,preprocess,k,8,16,0.14163535833358765
4,preprocess,k,8,32,0.07778024673461914
4,preprocess,k,9,1,0.03755848854780197
4,preprocess,k,9,2,0.46499210596084595
4,preprocess,k,9,4,0.2727065086364746
4,preprocess,k,9,8,0.24538537859916687
4,preprocess,k,9,16,0.14716196060180664
4,preprocess,k,9,32,0.08122910559177399
4,preprocess,k,10,1,0.018421046435832977
4,preprocess,k,10,2,0.46877962350845337
4,preprocess,k,10,4,0.272726833820343
4,preprocess,k,10,8,0.2491508424282074
4,preprocess,k,10,16,0.1450931429862976
4,preprocess,k,10,32,0.07873614132404327
4,preprocess,k,11,1,0.0013387876097112894
4,preprocess,k,11,2,0.47172608971595764
4,preprocess,k,11,4,0.2915160357952118
4,preprocess,k,11,8,0.26986163854599
4,preprocess,k,11,16,0.1601218283176422
4,preprocess,k,11,32,0.08626346290111542
4,preprocess,k,12,1,0.0025590790901333094
4,preprocess,k,12,2,0.47009751200675964
4,preprocess,k,12,4,0.2936245799064636
4,preprocess,k,12,8,0.26978403329849243
4,preprocess,k,12,16,0.16497179865837097
4,preprocess,k,12,32,0.08844108879566193
4,preprocess,k,13,1,0.005628408398479223
4,preprocess,k,13,2,0.4680017828941345
4,preprocess,k,13,4,0.27757933735847473
4,preprocess,k,13,8,0.2594980001449585
4,preprocess,k,13,16,0.1580543965101242
4,preprocess,k,13,32,0.0856354832649231
4,preprocess,k,14,1,0.00500074028968811
4,preprocess,k,14,2,0.4654245972633362
4,preprocess,k,14,4,0.28721290826797485
4,preprocess,k,14,8,0.2614579200744629
4,preprocess,k,14,16,0.15745273232460022
4,preprocess,k,14,32,0.08541213721036911
4,preprocess,k,15,1,0.0070886267349123955
4,preprocess,k,15,2,0.47128206491470337
4,preprocess,k,15,4,0.28968358039855957
4,preprocess,k,15,8,0.26882436871528625
4,preprocess,k,15,16,0.16242384910583496
4,preprocess,k,15,32,0.08781260997056961
4,preprocess,k,16,1,0.008981510996818542
4,preprocess,k,16,2,0.45773398876190186
4,preprocess,k,16,4,0.2862308621406555
4,preprocess,k,16,8,0.25382834672927856
4,preprocess,k,16,16,0.1578897088766098
4,preprocess,k,16,32,0.08551834523677826
4,preprocess,k,17,1,0.006565691437572241
4,preprocess,k,17,2,0.47642743587493896
4,preprocess,k,17,4,0.2914699614048004
4,preprocess,k,17,8,0.2532680034637451
4,preprocess,k,17,16,0.1556166410446167
4,preprocess,k,17,32,0.08460256457328796
4,preprocess,k,18,1,0.003156813094392419
4,preprocess,k,18,2,0.4788707196712494
4,preprocess,k,18,4,0.3101341426372528
4,preprocess,k,18,8,0.2569400370121002
4,preprocess,k,18,16,0.1553931087255478
4,preprocess,k,18,32,0.08449126780033112
4,preprocess,k,19,1,0.006346430163830519
