target,source,kind,layer,rank,subspace_overlap
5,preprocess,k,61,1,0.35463762283325195
5,preprocess,k,61,2,0.46717026829719543
5,preprocess,k,61,4,0.3526594638824463
5,preprocess,k,61,8,0.28124988079071045
5,preprocess,k,61,16,0.17471835017204285
5,preprocess,k,61,32,0.09877461194992065
5,preprocess,k,62,1,0.43577873706817627
5,preprocess,k,62,2,0.46103742718696594
5,preprocess,k,62,4,0.3601152002811432
5,preprocess,k,62,8,0.2870786488056183
5,preprocess,k,62,16,0.17927725613117218
5,preprocess,k,62,32,0.10178612172603607
5,preprocess,k,63,1,0.4403199851512909
5,preprocess,k,63,2,0.3984498083591461
5,preprocess,k,63,4,0.35373207926750183
5,preprocess,k,63,8,0.25770407915115356
5,preprocess,k,63,16,0.15259753167629242
5,preprocess,k,63,32,0.0847938135266304
