example_id,sub_q_idx,doc_rank,chunk_id,kind,doc_len,full_prompt_len,layer,head,diff_l2,base_l2,relative_l2,energy_share
2,0,1,2,value,122,1006,30,6,27.549734115600586,117.36417388916016,0.23473717066009073,0.00021771575070872356
2,0,1,2,value,122,1006,30,7,28.471878051757812,102.47537231445312,0.2778411769453202,0.00023253447477375133
2,0,1,2,value,122,1006,31,0,26.21856689453125,93.23129272460938,0.28122067310571897,0.00019718458983701017
2,0,1,2,value,122,1006,31,1,28.2969913482666,111.39178466796875,0.25403122351089585,0.00022968662513812683
2,0,1,2,value,122,1006,31,2,24.157751083374023,111.00711822509766,0.2176234413579432,0.00016740471508480302
2,0,1,2,value,122,1006,31,3,26.3852481842041,103.17473602294922,0.2557336146548023,0.00019969966715459707
2,0,1,2,value,122,1006,31,4,28.563278198242188,122.244140625,0.23365764651136592,0.00023402977047357968
2,0,1,2,value,122,1006,31,5,25.97882080078125,105.54170989990234,0.24614743143179874,0.00019359479116714577
2,0,1,2,value,122,1006,31,6,25.63025665283203,94.32917785644531,0.27171080290593774,0.00018843467552198657
2,0,1,2,value,122,1006,31,7,25.456689834594727,89.04995727539062,0.28586975910464046,0.00018589111287996933
2,0,1,2,value,122,1006,32,0,12.848998069763184,60.060428619384766,0.21393450504973419,4.735800300867326e-05
2,0,1,2,value,122,1006,32,1,15.205572128295898,55.42001724243164,0.27436967516231064,6.632243602095428e-05
2,0,1,2,value,122,1006,32,2,12.680718421936035,67.55988311767578,0.18769597928179624,4.6125640684563775e-05
2,0,1,2,value,122,1006,32,3,15.177261352539062,53.60175323486328,0.2831485993757997,6.607571056723378e-05
2,0,1,2,value,122,1006,32,4,15.24650764465332,54.19169998168945,0.28134396318632926,6.668003889300129e-05
2,0,1,2,value,122,1006,32,5,13.247842788696289,64.19000244140625,0.20638483073417774,5.0343700955239465e-05
2,0,1,2,value,122,1006,32,6,12.737865447998047,65.95148468017578,0.19313993475307922,4.6542323905283274e-05
2,0,1,2,value,122,1006,32,7,15.873857498168945,57.51176071166992,0.27601063333377734,7.22802851901912e-05
2,0,1,2,value,122,1006,33,0,15.914260864257812,64.84832763671875,0.24540742135108684,7.264870355650178e-05
2,0,1,2,value,122,1006,33,1,12.152222633361816,58.18896484375,0.2088406739317835,4.2360990794609864e-05
