example_id,sub_q_idx,doc_rank,chunk_id,kind,doc_len,full_prompt_len,token,layer0_delta_l2,layer0_base_l2,layer0_relative_l2,layer0_energy_share
0,0,0,1,value,50,968,47,78.97467041015625,579.4287719726562,0.13629746093085449,0.49884678489298745
0,0,0,1,value,50,968,48,12.573563575744629,487.6701965332031,0.025782923920979306,0.012644693025456257
0,0,0,1,value,50,968,49,9.9735746383667,376.917236328125,0.02646091416653651,0.007955971500641026
0,0,1,2,key,92,968,0,336.5567626953125,599.3538208007812,0.5615326890644445,0.014028539377532654
0,0,1,2,key,92,968,1,340.692138671875,571.6527709960938,0.5959774113894787,0.014375403402492382
0,0,1,2,key,92,968,2,330.20965576171875,577.423583984375,0.5718672823911771,0.013504401572857145
0,0,1,2,key,92,968,3,344.6114196777344,587.20849609375,0.5868638174859024,0.014708051775964862
0,0,1,2,key,92,968,4,341.3563232421875,586.4368896484375,0.5820853518386715,0.014431508395106589
0,0,1,2,key,92,968,5,300.2669372558594,586.1338500976562,0.5122839044457698,0.01116634005888074
0,0,1,2,key,92,968,6,326.0755310058594,578.7018432617188,0.5634603290150411,0.013168376353230942
0,0,1,2,key,92,968,7,331.5013427734375,606.606201171875,0.5464852521009916,0.013610259410521325
0,0,1,2,key,92,968,8,287.6493225097656,581.192626953125,0.49492940751460174,0.010247608589154683
0,0,1,2,key,92,968,9,334.2793273925781,571.1688842773438,0.5852547934496038,0.013839323753911646
0,0,1,2,key,92,968,10,299.4740905761719,593.7438354492188,0.5043826524103501,0.011107449410084135
0,0,1,2,key,92,968,11,293.78619384765625,577.7650146484375,0.5084873372376498,0.01068952938197515
0,0,1,2,key,92,968,12,301.4166564941406,593.433837890625,0.5079195644884912,0.01125201519341584
0,0,1,2,key,92,968,13,285.6827392578125,592.4224853515625,0.4822280489375394,0.010107966808710168
0,0,1,2,key,92,968,14,292.1104431152344,590.922119140625,0.494329851013275,0.010567930990377231
