base_method,example_id,sub_q_idx,doc_len,num_chunks,online_selected,base_selected,residual_size,residual_mapped,nonempty_chunks,nonempty_chunk_frac,top1_chunk_frac,top2_chunk_frac,top3_chunk_frac,entropy_norm,chunks_for_50pct,chunks_for_70pct,chunks_for_80pct,chunks_for_90pct,chunks_for_95pct
freq,44,2,1630,13,267,267,122,122,7,0.5384615384615384,0.30327868852459017,0.5245901639344263,0.7131147540983607,0.6749858188366836,2,3,4,5,6
freq,141,0,980,11,174,148,67,67,5,0.45454545454545453,0.47761194029850745,0.9552238805970149,0.9701492537313433,0.372884892569033,2,2,2,2,2
freq,163,0,1311,11,222,112,125,125,10,0.9090909090909091,0.24,0.448,0.632,0.7756346023384435,3,4,4,6,6
freq,90,1,1223,11,210,269,121,121,8,0.7272727272727273,0.32231404958677684,0.5867768595041323,0.743801652892562,0.7230242739517487,2,3,4,6,7
freq,63,1,865,13,154,233,78,78,4,0.3076923076923077,0.3717948717948718,0.6666666666666666,0.9358974358974359,0.4902040188676675,2,3,3,3,4
freq,141,1,1486,13,247,305,142,142,6,0.46153846153846156,0.4295774647887324,0.7112676056338029,0.9154929577464789,0.5123129556552173,2,2,3,3,4
freq,15,1,1153,13,200,202,146,146,7,0.5384615384615384,0.3013698630136986,0.547945205479452,0.7671232876712328,0.6567490521148329,2,3,4,5,6
freq,64,0,942,11,167,117,73,73,6,0.5454545454545454,0.4246575342465753,0.821917808219178,0.9452054794520548,0.5023643096176641,2,2,2,3,4
freq,142,0,1821,11,299,179,153,153,10,0.9090909090909091,0.20261437908496732,0.38562091503267976,0.5032679738562091,0.893801182598253,3,6,7,8,9
freq,163,1,1926,13,316,379,148,148,8,0.6153846153846154,0.36486486486486486,0.581081081081081,0.7297297297297297,0.6591227139437604,2,3,4,5,6
freq,45,0,1565,11,257,171,114,114,10,0.9090909090909091,0.3157894736842105,0.5526315789473685,0.6754385964912281,0.7913493964312421,2,4,5,6,8
freq,142,1,2377,14,392,358,182,182,11,0.7857142857142857,0.23076923076923078,0.42857142857142855,0.5714285714285714,0.7833752958144279,3,5,6,7,8
freq,16,0,1547,11,259,165,146,146,7,0.6363636363636364,0.2465753424657534,0.4657534246575342,0.684931506849315,0.7026603329278045,3,4,4,5,6
freq,64,1,1126,13,195,233,94,94,6,0.46153846153846156,0.32978723404255317,0.6063829787234043,0.776595744680851,0.5996487848958569,2,3,4,4,5
freq,90,2,1811,15,309,332,209,209,10,0.6666666666666666,0.22966507177033493,0.44019138755980863,0.6076555023923444,0.7422452719081316,3,4,5,7,8
freq,121,0,1824,11,297,150,167,167,9,0.8181818181818182,0.39520958083832336,0.6347305389221557,0.8023952095808383,0.6882031940201635,2,3,3,5,6
freq,164,0,1712,11,283,218,108,108,10,0.9090909090909091,0.3055555555555556,0.5925925925925926,0.7870370370370371,0.7106056184167145,2,3,4,5,6
freq,16,1,2223,14,362,349,257,257,10,0.7142857142857143,0.36186770428015563,0.7198443579766537,0.8521400778210116,0.5908005354235779,2,2,3,5,7
freq,45,1,1854,14,307,415,124,124,8,0.5714285714285714,0.3064516129032258,0.5806451612903226,0.7096774193548387,0.6561122611767857,2,3,4,5,6
freq,66,0,1601,13,269,216,144,144,8,0.6153846153846154,0.24305555555555555,0.4861111111111111,0.7291666666666666,0.6967254613949558,3,3,4,5,7
freq,164,1,2556,14,411,346,217,217,12,0.8571428571428571,0.16129032258064516,0.31336405529953915,0.4423963133640553,0.8950333474713489,4,6,8,10,11
freq,121,1,1913,13,315,387,160,160,6,0.46153846153846156,0.375,0.625,0.8375,0.5739537847650412,2,3,3,4,4
freq,17,0,1447,11,244,141,130,130,10,0.9090909090909091,0.2923076923076923,0.5384615384615384,0.7384615384615385,0.7738929007305853,2,3,4,7,8
freq,46,0,1552,11,260,152,141,141,11,1.0,0.24113475177304963,0.46808510638297873,0.5815602836879432,0.8625843965996279,3,5,6,7,9
freq,17,1,1970,15,324,351,110,110,12,0.8,0.3090909090909091,0.5909090909090909,0.6727272727272727,0.7282613260231878,2,4,6,8,10
freq,68,0,1051,11,178,128,70,70,7,0.6363636363636364,0.35714285714285715,0.6142857142857143,0.7571428571428571,0.6840757331560764,2,3,4,5,6
freq,91,0,1014,11,177,147,74,74,9,0.8181818181818182,0.40540540540540543,0.6351351351351351,0.7567567567567568,0.7121247521730754,2,3,4,6,7
freq,46,1,1970,15,324,316,153,153,13,0.8666666666666667,0.30718954248366015,0.5294117647058824,0.7058823529411765,0.7366460441501143,2,3,5,8,10
freq,165,0,1711,13,287,265,144,144,9,0.6923076923076923,0.25,0.4861111111111111,0.7083333333333334,0.7180750207235944,3,3,4,6,7
freq,68,1,1082,13,186,225,75,75,4,0.3076923076923077,0.38666666666666666,0.7466666666666667,0.9333333333333333,0.4791696523143892,2,2,3,3,4
freq,18,0,1052,11,185,88,124,124,11,1.0,0.25806451612903225,0.3709677419354839,0.47580645161290325,0.9322449521599551,4,6,7,9,10
freq,123,0,1969,11,317,202,142,142,10,0.9090909090909091,0.18309859154929578,0.3591549295774648,0.528169014084507,0.8545338972957494,3,5,5,7,8
freq,18,1,1232,15,206,222,95,95,10,0.6666666666666666,0.2736842105263158,0.5157894736842106,0.6421052631578947,0.7185215026923063,2,4,5,7,8
freq,91,1,1294,15,233,325,119,119,9,0.6,0.3865546218487395,0.6386554621848739,0.7647058823529411,0.609490378756622,2,3,4,5,6
freq,71,0,1649,11,272,141,158,158,8,0.7272727272727273,0.4177215189873418,0.6075949367088608,0.7911392405063291,0.6810878755227333,2,3,4,5,6
freq,123,1,1584,11,261,275,101,101,8,0.7272727272727273,0.27722772277227725,0.5445544554455446,0.7029702970297029,0.7299685298296542,2,3,4,5,6
freq,19,0,1060,11,181,179,65,65,7,0.6363636363636364,0.4,0.7230769230769231,0.8769230769230769,0.5949600223189537,2,2,3,4,5
freq,166,0,1348,11,228,135,107,107,11,1.0,0.2897196261682243,0.4953271028037383,0.5887850467289719,0.8790232561135144,3,5,7,9,10
freq,71,1,2268,13,378,403,166,166,9,0.6923076923076923,0.2710843373493976,0.4578313253012048,0.6385542168674698,0.7159831788807642,3,4,5,6,6
freq,123,2,1503,11,253,351,88,88,6,0.5454545454545454,0.375,0.5909090909090909,0.8068181818181818,0.6391274636587191,2,3,3,4,5
freq,19,1,1611,13,268,210,179,179,9,0.6923076923076923,0.39106145251396646,0.6089385474860335,0.7821229050279329,0.6601866265621225,2,3,4,6,7
freq,166,1,1615,15,268,345,90,90,8,0.5333333333333333,0.34444444444444444,0.5555555555555556,0.6777777777777778,0.6696376521788537,2,4,5,6,7
freq,72,0,1624,11,265,150,124,124,9,0.8181818181818182,0.20967741935483872,0.3951612903225806,0.5483870967741935,0.8423133591771528,3,4,5,7,8
freq,93,0,1301,11,224,137,120,120,10,0.9090909090909091,0.2916666666666667,0.5083333333333333,0.625,0.8403735871249263,2,4,6,8,9
freq,72,1,1209,13,208,301,101,101,5,0.38461538461538464,0.3564356435643564,0.6732673267326733,0.900990099009901,0.5252791176491686,2,3,3,3,4
freq,123,3,1713,13,285,459,83,83,7,0.5384615384615384,0.39759036144578314,0.6024096385542169,0.7228915662650602,0.6428014735496158,2,3,4,5,6
freq,93,1,1553,14,255,282,134,134,5,0.35714285714285715,0.26119402985074625,0.4626865671641791,0.664179104477612,0.6019898103222506,3,4,4,5,5
freq,143,0,1318,11,219,119,112,112,8,0.7272727272727273,0.23214285714285715,0.4107142857142857,0.5803571428571429,0.7892686954398309,3,4,5,6,7
freq,20,0,1549,11,257,166,99,99,9,0.8181818181818182,0.30303030303030304,0.5555555555555556,0.7373737373737373,0.7479774150260208,2,3,4,6,7
freq,167,0,1275,11,215,145,93,93,10,0.9090909090909091,0.3118279569892473,0.5161290322580645,0.6451612903225806,0.8193713480655841,2,4,5,7,8
freq,143,1,1088,13,191,235,101,101,7,0.5384615384615384,0.32673267326732675,0.5643564356435643,0.7326732673267327,0.6562482193248285,2,3,4,5,6
freq,20,1,2310,13,384,421,167,167,7,0.5384615384615384,0.2754491017964072,0.5508982035928144,0.8203592814371258,0.6095733263871762,2,3,3,4,5
freq,167,1,1273,13,213,299,82,82,7,0.5384615384615384,0.3170731707317073,0.573170731707317,0.8292682926829268,0.6059781238043354,2,3,3,4,5
freq,21,0,1780,11,293,162,147,147,11,1.0,0.2108843537414966,0.38095238095238093,0.5510204081632653,0.8978252330203741,3,5,6,8,9
freq,95,0,1084,13,185,159,83,83,6,0.46153846153846156,0.3614457831325301,0.6867469879518072,0.8072289156626506,0.5829203005471162,2,3,3,4,5
freq,144,0,1032,11,182,109,90,90,7,0.6363636363636364,0.36666666666666664,0.6333333333333333,0.7888888888888889,0.6565174685459709,2,3,4,4,5
freq,74,0,1279,11,215,112,119,119,9,0.8181818181818182,0.24369747899159663,0.4789915966386555,0.6050420168067226,0.8348512285800488,3,4,6,7,8
freq,21,1,2143,14,342,329,224,224,8,0.5714285714285714,0.35714285714285715,0.6607142857142857,0.8348214285714286,0.5682774781093709,2,3,3,4,5
freq,96,0,1113,11,190,148,61,61,8,0.7272727272727273,0.45901639344262296,0.6229508196721312,0.7704918032786885,0.6630041030822922,2,3,4,5,6
freq,74,1,1585,15,260,274,137,137,10,0.6666666666666666,0.3795620437956204,0.5766423357664233,0.7737226277372263,0.6470094021224928,2,3,4,6,8
freq,169,0,1118,11,190,182,70,70,8,0.7272727272727273,0.38571428571428573,0.6714285714285714,0.8,0.6548579722217104,2,3,3,5,5
freq,169,1,1592,13,264,241,180,180,4,0.3076923076923077,0.55,0.8166666666666667,0.9833333333333333,0.4086412956261672,1,2,2,3,3
freq,96,1,1229,13,209,246,64,64,5,0.38461538461538464,0.46875,0.796875,0.96875,0.4496968458480044,2,2,3,3,3
freq,24,0,1586,11,263,137,145,145,10,0.9090909090909091,0.22758620689655173,0.43448275862068964,0.5793103448275863,0.8555921228801571,3,5,6,7,8
freq,24,1,2026,13,328,350,133,133,6,0.46153846153846156,0.22556390977443608,0.44360902255639095,0.6165413533834586,0.6818425798210485,3,4,5,6,6
freq,97,0,1187,11,205,124,87,87,8,0.7272727272727273,0.367816091954023,0.5747126436781609,0.7586206896551724,0.7122225681152468,2,3,4,5,7
freq,144,1,1223,13,213,222,105,105,8,0.6153846153846154,0.3333333333333333,0.6095238095238096,0.780952380952381,0.6570440358541879,2,3,4,6,7
freq,145,0,1055,11,182,127,85,85,7,0.6363636363636364,0.32941176470588235,0.5647058823529412,0.8,0.6572860354188824,2,3,3,4,5
freq,173,0,1548,11,257,134,143,143,10,0.9090909090909091,0.2097902097902098,0.3916083916083916,0.5734265734265734,0.8400145441664438,3,4,5,7,8
freq,145,1,1430,13,239,227,108,108,8,0.6153846153846154,0.26851851851851855,0.49074074074074076,0.7129629629629629,0.7044524143262643,3,3,4,6,7
freq,97,1,1215,13,208,295,74,74,5,0.38461538461538464,0.4189189189189189,0.7567567567567568,0.9459459459459459,0.4811889875882733,2,2,3,3,4
freq,98,0,1229,11,210,146,87,87,6,0.5454545454545454,0.3563218390804598,0.6206896551724138,0.8735632183908046,0.6023738947801286,2,3,3,4,5
freq,146,0,1043,11,179,174,50,50,7,0.6363636363636364,0.54,0.76,0.88,0.5520700921149141,1,2,3,4,5
freq,146,1,1757,13,289,282,129,129,9,0.6923076923076923,0.32558139534883723,0.5581395348837209,0.7131782945736435,0.7150123935235075,2,3,5,6,7
freq,147,0,943,11,165,154,52,52,5,0.45454545454545453,0.5384615384615384,0.75,0.9038461538461539,0.5101059155430151,1,2,3,3,4
freq,173,1,1482,13,251,295,135,135,7,0.5384615384615384,0.2962962962962963,0.5481481481481482,0.7555555555555555,0.6385767214877712,2,3,4,5,5
freq,147,1,2051,13,338,307,225,225,7,0.5384615384615384,0.44,0.7555555555555555,0.9155555555555556,0.5094703999988588,2,2,3,3,4
freq,98,1,1278,13,217,226,106,106,6,0.46153846153846156,0.3113207547169811,0.5943396226415094,0.8773584905660378,0.5727812050754956,2,3,3,4,5
freq,149,0,1824,12,300,246,114,114,12,1.0,0.2807017543859649,0.47368421052631576,0.6491228070175439,0.8172955215514799,3,4,5,8,10
freq,174,0,940,11,163,159,62,62,8,0.7272727272727273,0.41935483870967744,0.6774193548387096,0.8387096774193549,0.6444265895129334,2,3,3,5,6
freq,174,1,1257,13,213,202,117,117,7,0.5384615384615384,0.4700854700854701,0.717948717948718,0.8974358974358975,0.5237025416325252,2,2,3,4,4
mean,75,0,1618,12,276,253,146,146,6,0.5,0.5205479452054794,0.7945205479452054,0.9315068493150684,0.48510227223348024,1,2,3,3,4
mean,25,0,819,11,148,135,73,73,8,0.7272727272727273,0.410958904109589,0.589041095890411,0.7123287671232876,0.7004714623130777,2,3,4,5,6
mean,176,0,1202,12,204,184,102,102,11,0.9166666666666666,0.3137254901960784,0.5980392156862745,0.7549019607843137,0.7361266350480612,2,3,4,6,8
mean,150,0,877,11,163,95,111,111,11,1.0,0.3333333333333333,0.4774774774774775,0.5855855855855856,0.8576711842015847,3,5,6,8,10
mean,25,1,1156,13,198,184,98,98,8,0.6153846153846154,0.29591836734693877,0.5,0.6530612244897959,0.7046357370049774,2,4,5,6,6
mean,150,1,1763,13,288,319,147,147,9,0.6923076923076923,0.46258503401360546,0.7210884353741497,0.9115646258503401,0.5383941940102508,2,2,3,3,5
mean,77,0,1893,11,311,226,161,161,11,1.0,0.2360248447204969,0.43478260869565216,0.546583850931677,0.901535951355419,3,5,6,8,9
mean,50,0,1698,11,276,215,118,118,11,1.0,0.22033898305084745,0.3389830508474576,0.4491525423728814,0.9353981197379968,4,6,7,9,10
mean,0,0,1344,13,227,215,115,115,7,0.5384615384615384,0.43478260869565216,0.7043478260869566,0.8521739130434782,0.5715342040849525,2,2,3,4,5
mean,50,1,1948,11,315,275,185,185,11,1.0,0.6054054054054054,0.7513513513513513,0.8324324324324325,0.5745603863522019,1,2,3,5,6
mean,77,1,2244,13,367,355,218,218,11,0.8461538461538461,0.3761467889908257,0.5412844036697247,0.7018348623853211,0.7370862952671642,2,3,5,7,8
mean,178,0,1154,11,197,111,110,110,11,1.0,0.2636363636363636,0.4727272727272727,0.6,0.8729377620593751,3,4,6,8,9
mean,100,0,1363,11,229,150,126,126,11,1.0,0.40476190476190477,0.6428571428571429,0.7142857142857143,0.765571920087872,2,3,5,8,9
mean,125,0,2186,13,354,308,170,170,12,0.9230769230769231,0.3176470588235294,0.5352941176470588,0.7176470588235294,0.713868533765053,2,3,4,6,7
mean,1,0,1324,12,223,204,97,97,12,1.0,0.29896907216494845,0.5051546391752577,0.6288659793814433,0.8029611213883475,2,4,5,7,9
mean,100,1,1414,15,233,299,99,99,12,0.8,0.29292929292929293,0.5454545454545454,0.7474747474747475,0.6850722814687707,2,3,4,6,8
mean,50,2,1948,11,315,275,185,185,11,1.0,0.6054054054054054,0.7513513513513513,0.8324324324324325,0.5745603863522019,1,2,3,5,6
mean,26,0,1564,12,260,251,100,100,10,0.8333333333333334,0.33,0.63,0.75,0.6900377194992366,2,3,4,5,6
mean,126,0,1344,11,227,129,139,139,11,1.0,0.3237410071942446,0.539568345323741,0.6546762589928058,0.798846352436697,2,4,5,6,8
mean,151,0,965,11,168,131,80,80,9,0.8181818181818182,0.35,0.6125,0.775,0.699246785224917,2,3,4,5,6
mean,2,0,1466,12,241,233,99,99,11,0.9166666666666666,0.25252525252525254,0.45454545454545453,0.6060606060606061,0.838205460117335,3,4,6,8,9
mean,101,0,920,11,160,91,95,95,11,1.0,0.28421052631578947,0.5052631578947369,0.6526315789473685,0.8084180467226205,2,4,5,6,8
mean,78,0,912,11,159,170,68,68,8,0.7272727272727273,0.39705882352941174,0.7647058823529411,0.8382352941176471,0.6014883752789101,2,2,3,4,5
mean,27,0,1367,11,230,153,121,121,10,0.9090909090909091,0.24793388429752067,0.48760330578512395,0.7024793388429752,0.7808353526286826,3,3,4,6,7
mean,151,1,1358,13,225,242,95,95,9,0.6923076923076923,0.3473684210526316,0.6210526315789474,0.8105263157894737,0.6311394151151644,2,3,3,4,6
mean,50,3,2856,15,451,435,285,285,11,0.7333333333333333,0.3157894736842105,0.5894736842105263,0.7614035087719299,0.6502772938917105,2,3,4,5,7
mean,178,1,969,13,168,231,87,87,5,0.38461538461538464,0.4942528735632184,0.8045977011494253,0.9540229885057471,0.45339170106629406,2,2,2,3,3
mean,78,1,1817,13,295,203,202,202,10,0.7692307692307693,0.36633663366336633,0.594059405940594,0.7277227722772277,0.6913783581574581,2,3,4,6,7
mean,101,1,1614,13,275,258,148,148,9,0.6923076923076923,0.2635135135135135,0.5,0.6418918918918919,0.7220051364848373,2,4,5,6,6
mean,3,0,1184,11,203,135,115,115,10,0.9090909090909091,0.3826086956521739,0.6434782608695652,0.808695652173913,0.6885719333291639,2,3,3,5,6
mean,51,0,1099,11,191,113,102,102,11,1.0,0.30392156862745096,0.49019607843137253,0.6470588235294118,0.8100232154701325,3,4,5,6,8
mean,179,0,1094,11,187,105,116,116,11,1.0,0.31896551724137934,0.5603448275862069,0.6724137931034483,0.7963259339203724,2,4,5,6,8
mean,3,1,1384,13,233,220,120,120,8,0.6153846153846154,0.2833333333333333,0.5416666666666666,0.7666666666666667,0.619065017148592,2,3,4,4,5
mean,152,0,1729,11,288,180,150,150,11,1.0,0.24,0.4666666666666667,0.6066666666666667,0.8740070705422934,3,4,6,8,9
mean,102,0,1287,11,216,162,110,110,8,0.7272727272727273,0.42727272727272725,0.6727272727272727,0.8181818181818182,0.6212166401444998,2,3,3,4,5
mean,79,0,1295,11,221,167,110,110,11,1.0,0.2909090909090909,0.5,0.7,0.7384215070014486,2,3,4,5,6
mean,51,1,1568,15,264,267,104,104,13,0.8666666666666667,0.33653846153846156,0.5192307692307693,0.6634615384615384,0.7465503318281085,2,4,5,8,10
mean,152,1,1754,13,288,319,128,128,11,0.8461538461538461,0.25,0.484375,0.6640625,0.7735710942395783,3,4,5,7,9
mean,27,1,1471,13,243,252,127,127,11,0.8461538461538461,0.2125984251968504,0.4251968503937008,0.5984251968503937,0.7513782926477991,3,4,5,6,7
mean,102,1,1711,13,277,321,146,146,11,0.8461538461538461,0.3561643835616438,0.6506849315068494,0.815068493150685,0.6420997106822752,2,3,3,5,6
mean,4,0,1214,11,212,132,114,114,11,1.0,0.3157894736842105,0.5789473684210527,0.7719298245614035,0.7585502756613393,2,3,4,7,8
mean,179,1,1173,14,201,239,121,121,9,0.6428571428571429,0.2644628099173554,0.512396694214876,0.7107438016528925,0.6683082385004819,2,3,4,5,6
mean,52,0,1099,11,191,182,75,75,9,0.8181818181818182,0.41333333333333333,0.6266666666666667,0.7466666666666667,0.7074079844334481,2,3,4,6,7
mean,32,0,1470,11,246,154,132,132,10,0.9090909090909091,0.24242424242424243,0.4772727272727273,0.6439393939393939,0.8419710721175118,3,4,6,8,9
mean,79,1,1607,11,273,158,198,198,10,0.9090909090909091,0.25757575757575757,0.48484848484848486,0.6767676767676768,0.8004626889347003,3,4,5,6,8
mean,153,0,1366,12,229,217,86,86,10,0.8333333333333334,0.3372093023255814,0.6744186046511628,0.8023255813953488,0.6635516226754562,2,3,3,5,6
mean,4,1,2103,14,339,333,215,215,9,0.6428571428571429,0.4,0.641860465116279,0.7953488372093023,0.5933860342434284,2,3,4,4,6
mean,180,0,1575,11,257,150,137,137,11,1.0,0.26277372262773724,0.5182481751824818,0.7007299270072993,0.7810771439430232,2,3,4,6,8
mean,103,0,1411,11,243,98,163,163,11,1.0,0.2392638036809816,0.4723926380368098,0.6012269938650306,0.8508668946815651,3,4,5,7,9
mean,32,1,1755,13,291,307,147,147,12,0.9230769230769231,0.3197278911564626,0.54421768707483,0.7346938775510204,0.7051323927117056,2,3,4,6,7
mean,52,1,1373,11,235,148,121,121,10,0.9090909090909091,0.2892561983471074,0.5619834710743802,0.6942148760330579,0.7683956215228298,2,4,5,6,7
mean,103,1,1154,13,197,294,103,103,5,0.38461538461538464,0.3592233009708738,0.6407766990291263,0.8640776699029126,0.5405205332346645,2,3,3,4,4
mean,33,0,803,12,144,125,72,72,9,0.75,0.3888888888888889,0.6111111111111112,0.75,0.6990434691866504,2,3,4,6,7
mean,52,2,1765,15,296,305,194,194,10,0.6666666666666666,0.27319587628865977,0.4639175257731959,0.6443298969072165,0.6724249194904618,3,4,5,5,6
mean,126,1,1548,15,257,300,164,164,13,0.8666666666666667,0.2865853658536585,0.5548780487804879,0.7378048780487805,0.6944019984945198,2,3,4,6,8
mean,154,0,1514,12,250,246,100,100,7,0.5833333333333334,0.35,0.63,0.86,0.6100568012305373,2,3,3,4,5
mean,79,2,1415,13,244,271,154,154,12,0.9230769230769231,0.33116883116883117,0.577922077922078,0.7532467532467533,0.6775957106498625,2,3,4,5,7
mean,6,0,1515,12,248,232,105,105,12,1.0,0.44761904761904764,0.6857142857142857,0.780952380952381,0.6839499267406551,2,3,4,6,9
mean,53,0,1446,12,243,225,133,133,8,0.6666666666666666,0.5037593984962406,0.7368421052631579,0.8571428571428571,0.5627210474667905,1,2,3,4,5
mean,35,0,1203,11,205,122,113,113,10,0.9090909090909091,0.25663716814159293,0.49557522123893805,0.6460176991150443,0.8190654686966953,3,4,5,7,8
mean,104,0,2210,14,366,331,189,189,11,0.7857142857142857,0.2275132275132275,0.4444444444444444,0.5925925925925926,0.7592069637788392,3,4,5,7,7
mean,127,0,1054,12,179,169,78,78,9,0.75,0.34615384615384615,0.6666666666666666,0.8717948717948718,0.6160820826398128,2,3,3,4,6
mean,7,0,1618,11,269,175,132,132,9,0.8181818181818182,0.2878787878787879,0.5227272727272727,0.6893939393939394,0.7386330838174847,2,4,4,5,6
mean,180,1,1370,15,234,287,147,147,11,0.7333333333333333,0.23129251700680273,0.43537414965986393,0.5986394557823129,0.7698225100261209,3,4,6,8,9
mean,35,1,1241,13,208,259,120,120,6,0.46153846153846156,0.38333333333333336,0.6,0.8166666666666667,0.5576128610263784,2,3,3,4,4
mean,80,0,1357,13,226,211,119,119,11,0.8461538461538461,0.226890756302521,0.44537815126050423,0.6302521008403361,0.7412263911445802,3,4,5,6,7
mean,54,0,1011,11,180,145,94,94,9,0.8181818181818182,0.3617021276595745,0.5531914893617021,0.7340425531914894,0.7301987781866244,2,3,4,6,6
mean,183,0,1621,11,266,163,145,145,10,0.9090909090909091,0.2827586206896552,0.4689655172413793,0.6137931034482759,0.8515342394092601,3,5,6,8,9
mean,7,1,1498,13,251,287,109,109,8,0.6153846153846154,0.42201834862385323,0.7155963302752294,0.8807339449541285,0.5648589898573626,2,2,3,4,5
mean,155,0,1298,11,224,140,123,123,11,1.0,0.3089430894308943,0.5934959349593496,0.6829268292682927,0.7979724005718165,2,4,5,7,8
mean,36,0,1490,11,246,170,114,114,9,0.8181818181818182,0.2807017543859649,0.5175438596491229,0.6754385964912281,0.7826913893127261,2,4,5,6,8
mean,183,1,1626,13,267,311,145,145,6,0.46153846153846156,0.4827586206896552,0.6758620689655173,0.8206896551724138,0.5413751185118786,2,3,3,4,5
mean,155,1,1561,13,256,304,124,124,8,0.6153846153846154,0.43548387096774194,0.6612903225806451,0.8709677419354839,0.5709525461256151,2,3,3,4,5
mean,54,1,1830,15,305,270,148,148,13,0.8666666666666667,0.24324324324324326,0.44594594594594594,0.581081081081081,0.7993239541558125,3,5,6,8,10
mean,105,0,2445,11,396,269,197,197,11,1.0,0.3604060913705584,0.5380710659898477,0.6700507614213198,0.8156787427515939,2,4,5,8,9
mean,36,1,1849,13,302,297,150,150,10,0.7692307692307693,0.29333333333333333,0.5466666666666666,0.74,0.6977525720776957,2,3,4,6,7
mean,81,0,1365,11,233,166,109,109,11,1.0,0.3119266055045872,0.47706422018348627,0.6146788990825688,0.8452095198306706,3,4,6,8,9
mean,55,0,1531,12,261,242,130,130,10,0.8333333333333334,0.2846153846153846,0.43846153846153846,0.5615384615384615,0.8335292961245925,3,5,6,8,8
mean,9,0,2027,11,328,218,171,171,11,1.0,0.24561403508771928,0.4619883040935672,0.6491228070175439,0.7702917241766131,3,4,4,5,6
mean,37,0,1104,11,192,99,121,121,8,0.7272727272727273,0.38016528925619836,0.6446280991735537,0.8181818181818182,0.6694615846194504,2,3,3,5,6
mean,156,0,1071,11,182,160,86,86,11,1.0,0.3023255813953488,0.5,0.6395348837209303,0.844159811824594,2,4,6,8,9
mean,128,0,1699,13,280,270,141,141,11,0.8461538461538461,0.3404255319148936,0.5531914893617021,0.7446808510638298,0.7135151233179667,2,3,4,6,8
mean,105,1,3118,14,500,462,284,284,14,1.0,0.22535211267605634,0.40492957746478875,0.5422535211267606,0.8648612255682075,3,5,7,9,11
mean,9,1,2759,14,445,470,245,245,12,0.8571428571428571,0.46530612244897956,0.6408163265306123,0.7918367346938775,0.6300576938733873,2,3,4,5,7
mean,186,0,1183,11,200,157,91,91,9,0.8181818181818182,0.2967032967032967,0.5274725274725275,0.6923076923076923,0.7740659110690378,2,4,5,6,7
mean,56,0,1317,12,219,211,80,80,12,1.0,0.325,0.525,0.6875,0.7807868406319763,2,4,5,7,9
mean,129,0,2002,12,322,316,127,127,12,1.0,0.3937007874015748,0.5984251968503937,0.7637795275590551,0.7196764594518975,2,3,4,6,8
mean,81,1,1662,15,275,288,164,164,12,0.8,0.2804878048780488,0.4695121951219512,0.5792682926829268,0.7824825371761035,3,5,6,8,10
mean,37,1,1345,13,247,210,182,182,6,0.46153846153846156,0.2967032967032967,0.5769230769230769,0.7692307692307693,0.6260660511870131,2,3,4,5,5
mean,156,1,1539,13,253,285,111,111,7,0.5384615384615384,0.3963963963963964,0.6396396396396397,0.8018018018018018,0.6007952942585428,2,3,3,5,5
mean,109,0,1918,12,318,286,190,190,10,0.8333333333333334,0.35789473684210527,0.5473684210526316,0.7105263157894737,0.7163290043835903,2,3,4,6,6
mean,82,0,1348,11,229,135,133,133,10,0.9090909090909091,0.3082706766917293,0.5488721804511278,0.6691729323308271,0.7957422326314998,2,4,5,7,8
mean,130,0,978,11,170,107,80,80,11,1.0,0.35,0.5,0.6125,0.8480641028443839,2,5,6,8,9
mean,112,0,852,11,153,107,78,78,9,0.8181818181818182,0.38461538461538464,0.6282051282051282,0.8461538461538461,0.6674517091962224,2,3,3,5,7
mean,38,0,837,11,149,88,76,76,10,0.9090909090909091,0.3684210526315789,0.5131578947368421,0.6447368421052632,0.805206807215916,2,4,5,7,8
mean,158,0,1429,11,239,146,132,132,11,1.0,0.3484848484848485,0.5757575757575758,0.6818181818181818,0.7910619474033518,2,4,5,7,8
mean,82,1,1679,13,283,232,207,207,10,0.7692307692307693,0.3961352657004831,0.5748792270531401,0.7294685990338164,0.6953754425826204,2,3,4,6,7
mean,10,0,1534,11,254,164,119,119,11,1.0,0.24369747899159663,0.3865546218487395,0.5210084033613446,0.903807204685996,3,5,7,8,10
mean,57,0,1193,12,201,178,93,93,9,0.75,0.3655913978494624,0.6451612903225806,0.8494623655913979,0.6256555087039892,2,3,3,4,6
mean,130,1,1507,13,250,262,134,134,11,0.8461538461538461,0.3582089552238806,0.5746268656716418,0.7388059701492538,0.6732569590798769,2,3,4,5,7
mean,112,1,1187,13,201,218,107,107,6,0.46153846153846156,0.38317757009345793,0.6355140186915887,0.7757009345794392,0.5961831830999474,2,3,4,5,5
mean,10,1,1766,13,288,297,144,144,11,0.8461538461538461,0.3541666666666667,0.5486111111111112,0.7291666666666666,0.6675657784906187,2,3,4,5,6
mean,158,1,1151,13,196,259,106,106,6,0.46153846153846156,0.42452830188679247,0.6886792452830188,0.8773584905660378,0.5489663622859208,2,3,3,4,5
mean,38,1,1022,13,178,210,104,104,5,0.38461538461538464,0.4807692307692308,0.7692307692307693,0.9711538461538461,0.4500700505148553,2,2,3,3,3
mean,58,0,1168,11,196,162,91,91,10,0.9090909090909091,0.4835164835164835,0.7582417582417582,0.8131868131868132,0.6287120197135959,2,2,3,5,7
