example_id,chunk_id,method,rate,chunk_len,selected_count,n_queries,score_path
91,6,docgen_draft_smart_mean_score_global,0.15,99,14,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example091_chunk06_docgen_scores.npz
91,7,docgen_draft_smart_mean_score_global,0.15,115,17,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example091_chunk07_docgen_scores.npz
91,8,docgen_draft_smart_mean_score_global,0.15,71,10,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example091_chunk08_docgen_scores.npz
91,9,docgen_draft_smart_mean_score_global,0.15,119,17,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example091_chunk09_docgen_scores.npz
91,10,docgen_draft_smart_mean_score_global,0.15,110,16,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example091_chunk10_docgen_scores.npz
91,11,docgen_draft_smart_mean_score_global,0.15,32,4,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example091_chunk11_docgen_scores.npz
91,12,docgen_draft_smart_mean_score_global,0.15,56,8,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example091_chunk12_docgen_scores.npz
91,13,docgen_draft_smart_mean_score_global,0.15,124,18,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example091_chunk13_docgen_scores.npz
91,14,docgen_draft_smart_mean_score_global,0.15,48,7,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example091_chunk14_docgen_scores.npz
91,15,docgen_draft_smart_mean_score_global,0.15,111,16,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example091_chunk15_docgen_scores.npz
91,16,docgen_draft_smart_mean_score_global,0.15,49,7,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example091_chunk16_docgen_scores.npz
91,17,docgen_draft_smart_mean_score_global,0.15,238,35,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example091_chunk17_docgen_scores.npz
93,0,docgen_draft_smart_mean_score_global,0.15,130,19,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example093_chunk00_docgen_scores.npz
93,1,docgen_draft_smart_mean_score_global,0.15,116,17,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example093_chunk01_docgen_scores.npz
93,2,docgen_draft_smart_mean_score_global,0.15,77,11,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example093_chunk02_docgen_scores.npz
93,3,docgen_draft_smart_mean_score_global,0.15,297,44,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example093_chunk03_docgen_scores.npz
93,4,docgen_draft_smart_mean_score_global,0.15,122,18,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example093_chunk04_docgen_scores.npz
93,5,docgen_draft_smart_mean_score_global,0.15,166,24,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example093_chunk05_docgen_scores.npz
93,6,docgen_draft_smart_mean_score_global,0.15,91,13,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example093_chunk06_docgen_scores.npz
93,7,docgen_draft_smart_mean_score_global,0.15,72,10,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example093_chunk07_docgen_scores.npz
93,8,docgen_draft_smart_mean_score_global,0.15,144,21,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example093_chunk08_docgen_scores.npz
93,9,docgen_draft_smart_mean_score_global,0.15,51,7,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example093_chunk09_docgen_scores.npz
93,10,docgen_draft_smart_mean_score_global,0.15,89,13,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example093_chunk10_docgen_scores.npz
93,11,docgen_draft_smart_mean_score_global,0.15,107,16,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example093_chunk11_docgen_scores.npz
93,12,docgen_draft_smart_mean_score_global,0.15,147,22,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example093_chunk12_docgen_scores.npz
93,13,docgen_draft_smart_mean_score_global,0.15,149,22,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example093_chunk13_docgen_scores.npz
95,0,docgen_draft_smart_mean_score_global,0.15,91,13,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example095_chunk00_docgen_scores.npz
95,1,docgen_draft_smart_mean_score_global,0.15,147,22,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example095_chunk01_docgen_scores.npz
95,2,docgen_draft_smart_mean_score_global,0.15,58,8,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example095_chunk02_docgen_scores.npz
95,3,docgen_draft_smart_mean_score_global,0.15,54,8,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example095_chunk03_docgen_scores.npz
95,4,docgen_draft_smart_mean_score_global,0.15,69,10,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example095_chunk04_docgen_scores.npz
95,5,docgen_draft_smart_mean_score_global,0.15,61,9,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example095_chunk05_docgen_scores.npz
95,6,docgen_draft_smart_mean_score_global,0.15,106,15,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example095_chunk06_docgen_scores.npz
95,7,docgen_draft_smart_mean_score_global,0.15,103,15,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example095_chunk07_docgen_scores.npz
95,8,docgen_draft_smart_mean_score_global,0.15,133,19,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example095_chunk08_docgen_scores.npz
95,9,docgen_draft_smart_mean_score_global,0.15,53,7,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example095_chunk09_docgen_scores.npz
96,0,docgen_draft_smart_mean_score_global,0.15,30,4,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example096_chunk00_docgen_scores.npz
96,1,docgen_draft_smart_mean_score_global,0.15,91,13,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example096_chunk01_docgen_scores.npz
96,2,docgen_draft_smart_mean_score_global,0.15,56,8,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example096_chunk02_docgen_scores.npz
96,3,docgen_draft_smart_mean_score_global,0.15,126,18,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example096_chunk03_docgen_scores.npz
96,4,docgen_draft_smart_mean_score_global,0.15,71,10,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example096_chunk04_docgen_scores.npz
96,5,docgen_draft_smart_mean_score_global,0.15,203,30,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example096_chunk05_docgen_scores.npz
96,6,docgen_draft_smart_mean_score_global,0.15,146,21,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example096_chunk06_docgen_scores.npz
96,7,docgen_draft_smart_mean_score_global,0.15,119,17,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example096_chunk07_docgen_scores.npz
96,8,docgen_draft_smart_mean_score_global,0.15,127,19,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example096_chunk08_docgen_scores.npz
96,9,docgen_draft_smart_mean_score_global,0.15,116,17,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example096_chunk09_docgen_scores.npz
96,10,docgen_draft_smart_mean_score_global,0.15,118,17,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example096_chunk10_docgen_scores.npz
96,11,docgen_draft_smart_mean_score_global,0.15,67,10,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example096_chunk11_docgen_scores.npz
96,12,docgen_draft_smart_mean_score_global,0.15,154,23,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example096_chunk12_docgen_scores.npz
96,13,docgen_draft_smart_mean_score_global,0.15,80,12,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example096_chunk13_docgen_scores.npz
96,14,docgen_draft_smart_mean_score_global,0.15,97,14,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example096_chunk14_docgen_scores.npz
96,15,docgen_draft_smart_mean_score_global,0.15,158,23,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example096_chunk15_docgen_scores.npz
96,16,docgen_draft_smart_mean_score_global,0.15,164,24,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example096_chunk16_docgen_scores.npz
97,0,docgen_draft_smart_mean_score_global,0.15,80,12,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example097_chunk00_docgen_scores.npz
97,1,docgen_draft_smart_mean_score_global,0.15,91,13,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example097_chunk01_docgen_scores.npz
97,2,docgen_draft_smart_mean_score_global,0.15,148,22,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example097_chunk02_docgen_scores.npz
97,3,docgen_draft_smart_mean_score_global,0.15,137,20,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example097_chunk03_docgen_scores.npz
97,4,docgen_draft_smart_mean_score_global,0.15,147,22,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example097_chunk04_docgen_scores.npz
97,5,docgen_draft_smart_mean_score_global,0.15,114,17,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example097_chunk05_docgen_scores.npz
97,6,docgen_draft_smart_mean_score_global,0.15,102,15,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example097_chunk06_docgen_scores.npz
97,7,docgen_draft_smart_mean_score_global,0.15,112,16,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example097_chunk07_docgen_scores.npz
97,8,docgen_draft_smart_mean_score_global,0.15,109,16,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example097_chunk08_docgen_scores.npz
97,9,docgen_draft_smart_mean_score_global,0.15,115,17,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example097_chunk09_docgen_scores.npz
97,10,docgen_draft_smart_mean_score_global,0.15,30,4,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example097_chunk10_docgen_scores.npz
97,11,docgen_draft_smart_mean_score_global,0.15,118,17,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example097_chunk11_docgen_scores.npz
97,12,docgen_draft_smart_mean_score_global,0.15,119,17,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example097_chunk12_docgen_scores.npz
97,13,docgen_draft_smart_mean_score_global,0.15,67,10,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example097_chunk13_docgen_scores.npz
97,14,docgen_draft_smart_mean_score_global,0.15,154,23,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example097_chunk14_docgen_scores.npz
97,15,docgen_draft_smart_mean_score_global,0.15,164,24,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example097_chunk15_docgen_scores.npz
97,16,docgen_draft_smart_mean_score_global,0.15,97,14,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example097_chunk16_docgen_scores.npz
97,17,docgen_draft_smart_mean_score_global,0.15,93,13,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example097_chunk17_docgen_scores.npz
98,0,docgen_draft_smart_mean_score_global,0.15,79,11,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example098_chunk00_docgen_scores.npz
98,1,docgen_draft_smart_mean_score_global,0.15,40,6,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example098_chunk01_docgen_scores.npz
98,2,docgen_draft_smart_mean_score_global,0.15,199,29,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example098_chunk02_docgen_scores.npz
98,3,docgen_draft_smart_mean_score_global,0.15,123,18,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example098_chunk03_docgen_scores.npz
98,4,docgen_draft_smart_mean_score_global,0.15,91,13,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example098_chunk04_docgen_scores.npz
98,5,docgen_draft_smart_mean_score_global,0.15,124,18,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example098_chunk05_docgen_scores.npz
98,6,docgen_draft_smart_mean_score_global,0.15,135,20,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example098_chunk06_docgen_scores.npz
98,7,docgen_draft_smart_mean_score_global,0.15,192,28,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example098_chunk07_docgen_scores.npz
98,8,docgen_draft_smart_mean_score_global,0.15,97,14,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example098_chunk08_docgen_scores.npz
98,9,docgen_draft_smart_mean_score_global,0.15,118,17,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example098_chunk09_docgen_scores.npz
98,10,docgen_draft_smart_mean_score_global,0.15,30,4,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example098_chunk10_docgen_scores.npz
98,11,docgen_draft_smart_mean_score_global,0.15,67,10,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example098_chunk11_docgen_scores.npz
98,12,docgen_draft_smart_mean_score_global,0.15,154,23,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example098_chunk12_docgen_scores.npz
98,13,docgen_draft_smart_mean_score_global,0.15,80,12,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example098_chunk13_docgen_scores.npz
98,14,docgen_draft_smart_mean_score_global,0.15,119,17,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example098_chunk14_docgen_scores.npz
98,15,docgen_draft_smart_mean_score_global,0.15,158,23,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example098_chunk15_docgen_scores.npz
98,16,docgen_draft_smart_mean_score_global,0.15,164,24,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example098_chunk16_docgen_scores.npz
100,0,docgen_draft_smart_mean_score_global,0.15,57,8,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example100_chunk00_docgen_scores.npz
100,1,docgen_draft_smart_mean_score_global,0.15,108,16,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example100_chunk01_docgen_scores.npz
100,2,docgen_draft_smart_mean_score_global,0.15,143,21,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example100_chunk02_docgen_scores.npz
100,3,docgen_draft_smart_mean_score_global,0.15,171,25,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example100_chunk03_docgen_scores.npz
100,4,docgen_draft_smart_mean_score_global,0.15,55,8,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example100_chunk04_docgen_scores.npz
100,5,docgen_draft_smart_mean_score_global,0.15,297,44,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example100_chunk05_docgen_scores.npz
100,6,docgen_draft_smart_mean_score_global,0.15,163,24,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example100_chunk06_docgen_scores.npz
100,7,docgen_draft_smart_mean_score_global,0.15,149,22,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example100_chunk07_docgen_scores.npz
100,8,docgen_draft_smart_mean_score_global,0.15,105,15,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example100_chunk08_docgen_scores.npz
100,9,docgen_draft_smart_mean_score_global,0.15,85,12,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example100_chunk09_docgen_scores.npz
100,10,docgen_draft_smart_mean_score_global,0.15,77,11,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example100_chunk10_docgen_scores.npz
100,11,docgen_draft_smart_mean_score_global,0.15,134,20,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example100_chunk11_docgen_scores.npz
100,12,docgen_draft_smart_mean_score_global,0.15,97,14,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example100_chunk12_docgen_scores.npz
100,13,docgen_draft_smart_mean_score_global,0.15,93,13,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example100_chunk13_docgen_scores.npz
100,14,docgen_draft_smart_mean_score_global,0.15,120,18,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example100_chunk14_docgen_scores.npz
100,15,docgen_draft_smart_mean_score_global,0.15,142,21,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example100_chunk15_docgen_scores.npz
101,0,docgen_draft_smart_mean_score_global,0.15,135,20,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example101_chunk00_docgen_scores.npz
101,1,docgen_draft_smart_mean_score_global,0.15,77,11,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example101_chunk01_docgen_scores.npz
101,2,docgen_draft_smart_mean_score_global,0.15,176,26,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example101_chunk02_docgen_scores.npz
101,3,docgen_draft_smart_mean_score_global,0.15,126,18,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example101_chunk03_docgen_scores.npz
101,4,docgen_draft_smart_mean_score_global,0.15,52,7,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example101_chunk04_docgen_scores.npz
101,5,docgen_draft_smart_mean_score_global,0.15,79,11,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example101_chunk05_docgen_scores.npz
101,6,docgen_draft_smart_mean_score_global,0.15,87,13,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example101_chunk06_docgen_scores.npz
101,7,docgen_draft_smart_mean_score_global,0.15,58,8,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example101_chunk07_docgen_scores.npz
101,8,docgen_draft_smart_mean_score_global,0.15,51,7,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example101_chunk08_docgen_scores.npz
101,9,docgen_draft_smart_mean_score_global,0.15,52,7,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example101_chunk09_docgen_scores.npz
101,10,docgen_draft_smart_mean_score_global,0.15,111,16,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example101_chunk10_docgen_scores.npz
101,11,docgen_draft_smart_mean_score_global,0.15,165,24,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example101_chunk11_docgen_scores.npz
101,12,docgen_draft_smart_mean_score_global,0.15,127,19,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example101_chunk12_docgen_scores.npz
101,13,docgen_draft_smart_mean_score_global,0.15,87,13,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example101_chunk13_docgen_scores.npz
101,14,docgen_draft_smart_mean_score_global,0.15,171,25,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example101_chunk14_docgen_scores.npz
101,15,docgen_draft_smart_mean_score_global,0.15,89,13,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example101_chunk15_docgen_scores.npz
102,0,docgen_draft_smart_mean_score_global,0.15,124,18,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example102_chunk00_docgen_scores.npz
102,1,docgen_draft_smart_mean_score_global,0.15,59,8,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example102_chunk01_docgen_scores.npz
102,2,docgen_draft_smart_mean_score_global,0.15,158,23,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example102_chunk02_docgen_scores.npz
102,3,docgen_draft_smart_mean_score_global,0.15,99,14,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example102_chunk03_docgen_scores.npz
102,4,docgen_draft_smart_mean_score_global,0.15,147,22,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example102_chunk04_docgen_scores.npz
102,5,docgen_draft_smart_mean_score_global,0.15,78,11,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example102_chunk05_docgen_scores.npz
