chunk,method,chunk_len,selected_count,example_id,rate
chunk08,hybrid_draft70_qk30_score_per_chunk,43,2,155,0.05
chunk08,hybrid_draft50_qk50_score_per_chunk,43,2,155,0.05
chunk09,draft_frequency_per_chunk,124,6,155,0.05
chunk09,qk_frequency_per_chunk,124,6,155,0.05
chunk09,hybrid_draft70_qk30_score_per_chunk,124,6,155,0.05
chunk09,hybrid_draft50_qk50_score_per_chunk,124,6,155,0.05
chunk10,draft_frequency_per_chunk,122,6,155,0.05
chunk10,qk_frequency_per_chunk,122,6,155,0.05
chunk10,hybrid_draft70_qk30_score_per_chunk,122,6,155,0.05
chunk10,hybrid_draft50_qk50_score_per_chunk,122,6,155,0.05
chunk11,draft_frequency_per_chunk,254,12,155,0.05
chunk11,qk_frequency_per_chunk,254,12,155,0.05
chunk11,hybrid_draft70_qk30_score_per_chunk,254,12,155,0.05
chunk11,hybrid_draft50_qk50_score_per_chunk,254,12,155,0.05
chunk12,draft_frequency_per_chunk,62,3,155,0.05
chunk12,qk_frequency_per_chunk,62,3,155,0.05
chunk12,hybrid_draft70_qk30_score_per_chunk,62,3,155,0.05
chunk12,hybrid_draft50_qk50_score_per_chunk,62,3,155,0.05
chunk13,draft_frequency_per_chunk,130,6,155,0.05
chunk13,qk_frequency_per_chunk,130,6,155,0.05
chunk13,hybrid_draft70_qk30_score_per_chunk,130,6,155,0.05
chunk13,hybrid_draft50_qk50_score_per_chunk,130,6,155,0.05
chunk14,draft_frequency_per_chunk,151,7,155,0.05
chunk14,qk_frequency_per_chunk,151,7,155,0.05
chunk14,hybrid_draft70_qk30_score_per_chunk,151,7,155,0.05
chunk14,hybrid_draft50_qk50_score_per_chunk,151,7,155,0.05
chunk15,draft_frequency_per_chunk,141,7,155,0.05
chunk15,qk_frequency_per_chunk,141,7,155,0.05
chunk15,hybrid_draft70_qk30_score_per_chunk,141,7,155,0.05
chunk15,hybrid_draft50_qk50_score_per_chunk,141,7,155,0.05
chunk16,draft_frequency_per_chunk,72,3,155,0.05
chunk16,qk_frequency_per_chunk,72,3,155,0.05
chunk16,hybrid_draft70_qk30_score_per_chunk,72,3,155,0.05
chunk16,hybrid_draft50_qk50_score_per_chunk,72,3,155,0.05
chunk17,draft_frequency_per_chunk,169,8,155,0.05
chunk17,qk_frequency_per_chunk,169,8,155,0.05
chunk17,hybrid_draft70_qk30_score_per_chunk,169,8,155,0.05
chunk17,hybrid_draft50_qk50_score_per_chunk,169,8,155,0.05
chunk18,draft_frequency_per_chunk,140,7,155,0.05
chunk18,qk_frequency_per_chunk,140,7,155,0.05
chunk18,hybrid_draft70_qk30_score_per_chunk,140,7,155,0.05
chunk18,hybrid_draft50_qk50_score_per_chunk,140,7,155,0.05
chunk00,draft_frequency_per_chunk,51,2,156,0.05
chunk00,qk_frequency_per_chunk,51,2,156,0.05
chunk00,hybrid_draft70_qk30_score_per_chunk,51,2,156,0.05
chunk00,hybrid_draft50_qk50_score_per_chunk,51,2,156,0.05
chunk01,draft_frequency_per_chunk,161,8,156,0.05
chunk01,qk_frequency_per_chunk,161,8,156,0.05
chunk01,hybrid_draft70_qk30_score_per_chunk,161,8,156,0.05
chunk01,hybrid_draft50_qk50_score_per_chunk,161,8,156,0.05
chunk02,draft_frequency_per_chunk,100,5,156,0.05
chunk02,qk_frequency_per_chunk,100,5,156,0.05
chunk02,hybrid_draft70_qk30_score_per_chunk,100,5,156,0.05
chunk02,hybrid_draft50_qk50_score_per_chunk,100,5,156,0.05
chunk03,draft_frequency_per_chunk,55,2,156,0.05
chunk03,qk_frequency_per_chunk,55,2,156,0.05
chunk03,hybrid_draft70_qk30_score_per_chunk,55,2,156,0.05
chunk03,hybrid_draft50_qk50_score_per_chunk,55,2,156,0.05
chunk04,draft_frequency_per_chunk,95,4,156,0.05
chunk04,qk_frequency_per_chunk,95,4,156,0.05
chunk04,hybrid_draft70_qk30_score_per_chunk,95,4,156,0.05
chunk04,hybrid_draft50_qk50_score_per_chunk,95,4,156,0.05
chunk05,draft_frequency_per_chunk,78,3,156,0.05
chunk05,qk_frequency_per_chunk,78,3,156,0.05
chunk05,hybrid_draft70_qk30_score_per_chunk,78,3,156,0.05
chunk05,hybrid_draft50_qk50_score_per_chunk,78,3,156,0.05
chunk06,draft_frequency_per_chunk,95,4,156,0.05
chunk06,qk_frequency_per_chunk,95,4,156,0.05
chunk06,hybrid_draft70_qk30_score_per_chunk,95,4,156,0.05
chunk06,hybrid_draft50_qk50_score_per_chunk,95,4,156,0.05
chunk07,draft_frequency_per_chunk,42,2,156,0.05
chunk07,qk_frequency_per_chunk,42,2,156,0.05
chunk07,hybrid_draft70_qk30_score_per_chunk,42,2,156,0.05
chunk07,hybrid_draft50_qk50_score_per_chunk,42,2,156,0.05
chunk08,draft_frequency_per_chunk,127,6,156,0.05
chunk08,qk_frequency_per_chunk,127,6,156,0.05
chunk08,hybrid_draft70_qk30_score_per_chunk,127,6,156,0.05
chunk08,hybrid_draft50_qk50_score_per_chunk,127,6,156,0.05
chunk09,draft_frequency_per_chunk,241,12,156,0.05
chunk09,qk_frequency_per_chunk,241,12,156,0.05
chunk09,hybrid_draft70_qk30_score_per_chunk,241,12,156,0.05
chunk09,hybrid_draft50_qk50_score_per_chunk,241,12,156,0.05
chunk10,draft_frequency_per_chunk,61,3,156,0.05
chunk10,qk_frequency_per_chunk,61,3,156,0.05
chunk10,hybrid_draft70_qk30_score_per_chunk,61,3,156,0.05
chunk10,hybrid_draft50_qk50_score_per_chunk,61,3,156,0.05
chunk11,draft_frequency_per_chunk,135,6,156,0.05
chunk11,qk_frequency_per_chunk,135,6,156,0.05
chunk11,hybrid_draft70_qk30_score_per_chunk,135,6,156,0.05
chunk11,hybrid_draft50_qk50_score_per_chunk,135,6,156,0.05
chunk12,draft_frequency_per_chunk,120,6,156,0.05
chunk12,qk_frequency_per_chunk,120,6,156,0.05
chunk12,hybrid_draft70_qk30_score_per_chunk,120,6,156,0.05
chunk12,hybrid_draft50_qk50_score_per_chunk,120,6,156,0.05
chunk13,draft_frequency_per_chunk,219,10,156,0.05
chunk13,qk_frequency_per_chunk,219,10,156,0.05
chunk13,hybrid_draft70_qk30_score_per_chunk,219,10,156,0.05
chunk13,hybrid_draft50_qk50_score_per_chunk,219,10,156,0.05
chunk14,draft_frequency_per_chunk,108,5,156,0.05
chunk14,qk_frequency_per_chunk,108,5,156,0.05
chunk14,hybrid_draft70_qk30_score_per_chunk,108,5,156,0.05
chunk14,hybrid_draft50_qk50_score_per_chunk,108,5,156,0.05
chunk15,draft_frequency_per_chunk,93,4,156,0.05
chunk15,qk_frequency_per_chunk,93,4,156,0.05
chunk15,hybrid_draft70_qk30_score_per_chunk,93,4,156,0.05
chunk15,hybrid_draft50_qk50_score_per_chunk,93,4,156,0.05
chunk16,draft_frequency_per_chunk,274,13,156,0.05
chunk16,qk_frequency_per_chunk,274,13,156,0.05
chunk16,hybrid_draft70_qk30_score_per_chunk,274,13,156,0.05
chunk16,hybrid_draft50_qk50_score_per_chunk,274,13,156,0.05
chunk00,draft_frequency_per_chunk,127,6,158,0.05
chunk00,qk_frequency_per_chunk,127,6,158,0.05
chunk00,hybrid_draft70_qk30_score_per_chunk,127,6,158,0.05
chunk00,hybrid_draft50_qk50_score_per_chunk,127,6,158,0.05
chunk01,draft_frequency_per_chunk,122,6,158,0.05
chunk01,qk_frequency_per_chunk,122,6,158,0.05
chunk01,hybrid_draft70_qk30_score_per_chunk,122,6,158,0.05
chunk01,hybrid_draft50_qk50_score_per_chunk,122,6,158,0.05
chunk02,draft_frequency_per_chunk,146,7,158,0.05
chunk02,qk_frequency_per_chunk,146,7,158,0.05
chunk02,hybrid_draft70_qk30_score_per_chunk,146,7,158,0.05
chunk02,hybrid_draft50_qk50_score_per_chunk,146,7,158,0.05
chunk03,draft_frequency_per_chunk,43,2,158,0.05
chunk03,qk_frequency_per_chunk,43,2,158,0.05
chunk03,hybrid_draft70_qk30_score_per_chunk,43,2,158,0.05
chunk03,hybrid_draft50_qk50_score_per_chunk,43,2,158,0.05
chunk04,draft_frequency_per_chunk,245,12,158,0.05
chunk04,qk_frequency_per_chunk,245,12,158,0.05
chunk04,hybrid_draft70_qk30_score_per_chunk,245,12,158,0.05
chunk04,hybrid_draft50_qk50_score_per_chunk,245,12,158,0.05
chunk05,draft_frequency_per_chunk,129,6,158,0.05
chunk05,qk_frequency_per_chunk,129,6,158,0.05
chunk05,hybrid_draft70_qk30_score_per_chunk,129,6,158,0.05
chunk05,hybrid_draft50_qk50_score_per_chunk,129,6,158,0.05
chunk06,draft_frequency_per_chunk,126,6,158,0.05
chunk06,qk_frequency_per_chunk,126,6,158,0.05
chunk06,hybrid_draft70_qk30_score_per_chunk,126,6,158,0.05
chunk06,hybrid_draft50_qk50_score_per_chunk,126,6,158,0.05
chunk07,draft_frequency_per_chunk,129,6,158,0.05
chunk07,qk_frequency_per_chunk,129,6,158,0.05
chunk07,hybrid_draft70_qk30_score_per_chunk,129,6,158,0.05
chunk07,hybrid_draft50_qk50_score_per_chunk,129,6,158,0.05
chunk08,draft_frequency_per_chunk,123,6,158,0.05
chunk08,qk_frequency_per_chunk,123,6,158,0.05
chunk08,hybrid_draft70_qk30_score_per_chunk,123,6,158,0.05
chunk08,hybrid_draft50_qk50_score_per_chunk,123,6,158,0.05
chunk09,draft_frequency_per_chunk,209,10,158,0.05
chunk09,qk_frequency_per_chunk,209,10,158,0.05
chunk09,hybrid_draft70_qk30_score_per_chunk,209,10,158,0.05
chunk09,hybrid_draft50_qk50_score_per_chunk,209,10,158,0.05
chunk10,draft_frequency_per_chunk,89,4,158,0.05
chunk10,qk_frequency_per_chunk,89,4,158,0.05
chunk10,hybrid_draft70_qk30_score_per_chunk,89,4,158,0.05
chunk10,hybrid_draft50_qk50_score_per_chunk,89,4,158,0.05
chunk11,draft_frequency_per_chunk,89,4,158,0.05
chunk11,qk_frequency_per_chunk,89,4,158,0.05
chunk11,hybrid_draft70_qk30_score_per_chunk,89,4,158,0.05
chunk11,hybrid_draft50_qk50_score_per_chunk,89,4,158,0.05
chunk12,draft_frequency_per_chunk,40,2,158,0.05
chunk12,qk_frequency_per_chunk,40,2,158,0.05
chunk12,hybrid_draft70_qk30_score_per_chunk,40,2,158,0.05
chunk12,hybrid_draft50_qk50_score_per_chunk,40,2,158,0.05
chunk13,draft_frequency_per_chunk,70,3,158,0.05
chunk13,qk_frequency_per_chunk,70,3,158,0.05
chunk13,hybrid_draft70_qk30_score_per_chunk,70,3,158,0.05
chunk13,hybrid_draft50_qk50_score_per_chunk,70,3,158,0.05
chunk14,draft_frequency_per_chunk,107,5,158,0.05
chunk14,qk_frequency_per_chunk,107,5,158,0.05
chunk14,hybrid_draft70_qk30_score_per_chunk,107,5,158,0.05
chunk14,hybrid_draft50_qk50_score_per_chunk,107,5,158,0.05
chunk15,draft_frequency_per_chunk,63,3,158,0.05
chunk15,qk_frequency_per_chunk,63,3,158,0.05
chunk15,hybrid_draft70_qk30_score_per_chunk,63,3,158,0.05
chunk15,hybrid_draft50_qk50_score_per_chunk,63,3,158,0.05
chunk16,draft_frequency_per_chunk,112,5,158,0.05
chunk16,qk_frequency_per_chunk,112,5,158,0.05
chunk16,hybrid_draft70_qk30_score_per_chunk,112,5,158,0.05
chunk16,hybrid_draft50_qk50_score_per_chunk,112,5,158,0.05
chunk17,draft_frequency_per_chunk,87,4,158,0.05
chunk17,qk_frequency_per_chunk,87,4,158,0.05
chunk17,hybrid_draft70_qk30_score_per_chunk,87,4,158,0.05
chunk17,hybrid_draft50_qk50_score_per_chunk,87,4,158,0.05
chunk00,draft_frequency_per_chunk,42,2,160,0.05
chunk00,qk_frequency_per_chunk,42,2,160,0.05
chunk00,hybrid_draft70_qk30_score_per_chunk,42,2,160,0.05
chunk00,hybrid_draft50_qk50_score_per_chunk,42,2,160,0.05
chunk01,draft_frequency_per_chunk,119,5,160,0.05
chunk01,qk_frequency_per_chunk,119,5,160,0.05
chunk01,hybrid_draft70_qk30_score_per_chunk,119,5,160,0.05
chunk01,hybrid_draft50_qk50_score_per_chunk,119,5,160,0.05
chunk02,draft_frequency_per_chunk,95,4,160,0.05
chunk02,qk_frequency_per_chunk,95,4,160,0.05
chunk02,hybrid_draft70_qk30_score_per_chunk,95,4,160,0.05
chunk02,hybrid_draft50_qk50_score_per_chunk,95,4,160,0.05
chunk03,draft_frequency_per_chunk,170,8,160,0.05
chunk03,qk_frequency_per_chunk,170,8,160,0.05
chunk03,hybrid_draft70_qk30_score_per_chunk,170,8,160,0.05
chunk03,hybrid_draft50_qk50_score_per_chunk,170,8,160,0.05
chunk04,draft_frequency_per_chunk,157,7,160,0.05
chunk04,qk_frequency_per_chunk,157,7,160,0.05
chunk04,hybrid_draft70_qk30_score_per_chunk,157,7,160,0.05
chunk04,hybrid_draft50_qk50_score_per_chunk,157,7,160,0.05
chunk05,draft_frequency_per_chunk,198,9,160,0.05
chunk05,qk_frequency_per_chunk,198,9,160,0.05
chunk05,hybrid_draft70_qk30_score_per_chunk,198,9,160,0.05
chunk05,hybrid_draft50_qk50_score_per_chunk,198,9,160,0.05
chunk06,draft_frequency_per_chunk,109,5,160,0.05
chunk06,qk_frequency_per_chunk,109,5,160,0.05
chunk06,hybrid_draft70_qk30_score_per_chunk,109,5,160,0.05
chunk06,hybrid_draft50_qk50_score_per_chunk,109,5,160,0.05
chunk07,draft_frequency_per_chunk,52,2,160,0.05
chunk07,qk_frequency_per_chunk,52,2,160,0.05
chunk07,hybrid_draft70_qk30_score_per_chunk,52,2,160,0.05
chunk07,hybrid_draft50_qk50_score_per_chunk,52,2,160,0.05
chunk08,draft_frequency_per_chunk,84,4,160,0.05
chunk08,qk_frequency_per_chunk,84,4,160,0.05
chunk08,hybrid_draft70_qk30_score_per_chunk,84,4,160,0.05
chunk08,hybrid_draft50_qk50_score_per_chunk,84,4,160,0.05
chunk09,draft_frequency_per_chunk,65,3,160,0.05
chunk09,qk_frequency_per_chunk,65,3,160,0.05
chunk09,hybrid_draft70_qk30_score_per_chunk,65,3,160,0.05
chunk09,hybrid_draft50_qk50_score_per_chunk,65,3,160,0.05
chunk10,draft_frequency_per_chunk,127,6,160,0.05
chunk10,qk_frequency_per_chunk,127,6,160,0.05
chunk10,hybrid_draft70_qk30_score_per_chunk,127,6,160,0.05
chunk10,hybrid_draft50_qk50_score_per_chunk,127,6,160,0.05
chunk11,draft_frequency_per_chunk,317,15,160,0.05
chunk11,qk_frequency_per_chunk,317,15,160,0.05
chunk11,hybrid_draft70_qk30_score_per_chunk,317,15,160,0.05
chunk11,hybrid_draft50_qk50_score_per_chunk,317,15,160,0.05
chunk12,draft_frequency_per_chunk,128,6,160,0.05
chunk12,qk_frequency_per_chunk,128,6,160,0.05
chunk12,hybrid_draft70_qk30_score_per_chunk,128,6,160,0.05
chunk12,hybrid_draft50_qk50_score_per_chunk,128,6,160,0.05
chunk13,draft_frequency_per_chunk,142,7,160,0.05
chunk13,qk_frequency_per_chunk,142,7,160,0.05
chunk13,hybrid_draft70_qk30_score_per_chunk,142,7,160,0.05
chunk13,hybrid_draft50_qk50_score_per_chunk,142,7,160,0.05
chunk14,draft_frequency_per_chunk,58,2,160,0.05
chunk14,qk_frequency_per_chunk,58,2,160,0.05
chunk14,hybrid_draft70_qk30_score_per_chunk,58,2,160,0.05
chunk14,hybrid_draft50_qk50_score_per_chunk,58,2,160,0.05
chunk15,draft_frequency_per_chunk,164,8,160,0.05
chunk15,qk_frequency_per_chunk,164,8,160,0.05
chunk15,hybrid_draft70_qk30_score_per_chunk,164,8,160,0.05
chunk15,hybrid_draft50_qk50_score_per_chunk,164,8,160,0.05
chunk16,draft_frequency_per_chunk,166,8,160,0.05
chunk16,qk_frequency_per_chunk,166,8,160,0.05
chunk16,hybrid_draft70_qk30_score_per_chunk,166,8,160,0.05
chunk16,hybrid_draft50_qk50_score_per_chunk,166,8,160,0.05
chunk17,draft_frequency_per_chunk,151,7,160,0.05
chunk17,qk_frequency_per_chunk,151,7,160,0.05
chunk17,hybrid_draft70_qk30_score_per_chunk,151,7,160,0.05
chunk17,hybrid_draft50_qk50_score_per_chunk,151,7,160,0.05
chunk18,draft_frequency_per_chunk,68,3,160,0.05
chunk18,qk_frequency_per_chunk,68,3,160,0.05
chunk18,hybrid_draft70_qk30_score_per_chunk,68,3,160,0.05
chunk18,hybrid_draft50_qk50_score_per_chunk,68,3,160,0.05
chunk00,draft_frequency_per_chunk,89,4,161,0.05
chunk00,qk_frequency_per_chunk,89,4,161,0.05
chunk00,hybrid_draft70_qk30_score_per_chunk,89,4,161,0.05
chunk00,hybrid_draft50_qk50_score_per_chunk,89,4,161,0.05
chunk01,draft_frequency_per_chunk,114,5,161,0.05
chunk01,qk_frequency_per_chunk,114,5,161,0.05
chunk01,hybrid_draft70_qk30_score_per_chunk,114,5,161,0.05
chunk01,hybrid_draft50_qk50_score_per_chunk,114,5,161,0.05
chunk02,draft_frequency_per_chunk,98,4,161,0.05
chunk02,qk_frequency_per_chunk,98,4,161,0.05
chunk02,hybrid_draft70_qk30_score_per_chunk,98,4,161,0.05
chunk02,hybrid_draft50_qk50_score_per_chunk,98,4,161,0.05
chunk03,draft_frequency_per_chunk,80,4,161,0.05
chunk03,qk_frequency_per_chunk,80,4,161,0.05
chunk03,hybrid_draft70_qk30_score_per_chunk,80,4,161,0.05
chunk03,hybrid_draft50_qk50_score_per_chunk,80,4,161,0.05
chunk04,draft_frequency_per_chunk,134,6,161,0.05
chunk04,qk_frequency_per_chunk,134,6,161,0.05
chunk04,hybrid_draft70_qk30_score_per_chunk,134,6,161,0.05
chunk04,hybrid_draft50_qk50_score_per_chunk,134,6,161,0.05
chunk05,draft_frequency_per_chunk,175,8,161,0.05
chunk05,qk_frequency_per_chunk,175,8,161,0.05
chunk05,hybrid_draft70_qk30_score_per_chunk,175,8,161,0.05
chunk05,hybrid_draft50_qk50_score_per_chunk,175,8,161,0.05
chunk06,draft_frequency_per_chunk,82,4,161,0.05
chunk06,qk_frequency_per_chunk,82,4,161,0.05
chunk06,hybrid_draft70_qk30_score_per_chunk,82,4,161,0.05
chunk06,hybrid_draft50_qk50_score_per_chunk,82,4,161,0.05
chunk07,draft_frequency_per_chunk,163,8,161,0.05
chunk07,qk_frequency_per_chunk,163,8,161,0.05
chunk07,hybrid_draft70_qk30_score_per_chunk,163,8,161,0.05
chunk07,hybrid_draft50_qk50_score_per_chunk,163,8,161,0.05
chunk08,draft_frequency_per_chunk,116,5,161,0.05
chunk08,qk_frequency_per_chunk,116,5,161,0.05
chunk08,hybrid_draft70_qk30_score_per_chunk,116,5,161,0.05
chunk08,hybrid_draft50_qk50_score_per_chunk,116,5,161,0.05
chunk09,draft_frequency_per_chunk,105,5,161,0.05
chunk09,qk_frequency_per_chunk,105,5,161,0.05
chunk09,hybrid_draft70_qk30_score_per_chunk,105,5,161,0.05
chunk09,hybrid_draft50_qk50_score_per_chunk,105,5,161,0.05
chunk10,draft_frequency_per_chunk,238,11,161,0.05
chunk10,qk_frequency_per_chunk,238,11,161,0.05
chunk10,hybrid_draft70_qk30_score_per_chunk,238,11,161,0.05
chunk10,hybrid_draft50_qk50_score_per_chunk,238,11,161,0.05
chunk11,draft_frequency_per_chunk,312,15,161,0.05
chunk11,qk_frequency_per_chunk,312,15,161,0.05
chunk11,hybrid_draft70_qk30_score_per_chunk,312,15,161,0.05
chunk11,hybrid_draft50_qk50_score_per_chunk,312,15,161,0.05
chunk00,draft_frequency_per_chunk,115,5,162,0.05
chunk00,qk_frequency_per_chunk,115,5,162,0.05
chunk00,hybrid_draft70_qk30_score_per_chunk,115,5,162,0.05
chunk00,hybrid_draft50_qk50_score_per_chunk,115,5,162,0.05
chunk01,draft_frequency_per_chunk,142,7,162,0.05
chunk01,qk_frequency_per_chunk,142,7,162,0.05
chunk01,hybrid_draft70_qk30_score_per_chunk,142,7,162,0.05
chunk01,hybrid_draft50_qk50_score_per_chunk,142,7,162,0.05
chunk02,draft_frequency_per_chunk,139,6,162,0.05
chunk02,qk_frequency_per_chunk,139,6,162,0.05
chunk02,hybrid_draft70_qk30_score_per_chunk,139,6,162,0.05
chunk02,hybrid_draft50_qk50_score_per_chunk,139,6,162,0.05
chunk03,draft_frequency_per_chunk,79,3,162,0.05
chunk03,qk_frequency_per_chunk,79,3,162,0.05
chunk03,hybrid_draft70_qk30_score_per_chunk,79,3,162,0.05
chunk03,hybrid_draft50_qk50_score_per_chunk,79,3,162,0.05
chunk04,draft_frequency_per_chunk,37,1,162,0.05
chunk04,qk_frequency_per_chunk,37,1,162,0.05
chunk04,hybrid_draft70_qk30_score_per_chunk,37,1,162,0.05
chunk04,hybrid_draft50_qk50_score_per_chunk,37,1,162,0.05
chunk05,draft_frequency_per_chunk,108,5,162,0.05
chunk05,qk_frequency_per_chunk,108,5,162,0.05
chunk05,hybrid_draft70_qk30_score_per_chunk,108,5,162,0.05
chunk05,hybrid_draft50_qk50_score_per_chunk,108,5,162,0.05
chunk06,draft_frequency_per_chunk,119,5,162,0.05
chunk06,qk_frequency_per_chunk,119,5,162,0.05
chunk06,hybrid_draft70_qk30_score_per_chunk,119,5,162,0.05
chunk06,hybrid_draft50_qk50_score_per_chunk,119,5,162,0.05
chunk07,draft_frequency_per_chunk,119,5,162,0.05
chunk07,qk_frequency_per_chunk,119,5,162,0.05
chunk07,hybrid_draft70_qk30_score_per_chunk,119,5,162,0.05
chunk07,hybrid_draft50_qk50_score_per_chunk,119,5,162,0.05
chunk08,draft_frequency_per_chunk,167,8,162,0.05
chunk08,qk_frequency_per_chunk,167,8,162,0.05
chunk08,hybrid_draft70_qk30_score_per_chunk,167,8,162,0.05
chunk08,hybrid_draft50_qk50_score_per_chunk,167,8,162,0.05
chunk09,draft_frequency_per_chunk,118,5,162,0.05
chunk09,qk_frequency_per_chunk,118,5,162,0.05
chunk09,hybrid_draft70_qk30_score_per_chunk,118,5,162,0.05
chunk09,hybrid_draft50_qk50_score_per_chunk,118,5,162,0.05
chunk00,draft_frequency_per_chunk,170,8,163,0.05
chunk00,qk_frequency_per_chunk,170,8,163,0.05
chunk00,hybrid_draft70_qk30_score_per_chunk,170,8,163,0.05
chunk00,hybrid_draft50_qk50_score_per_chunk,170,8,163,0.05
chunk01,draft_frequency_per_chunk,113,5,163,0.05
chunk01,qk_frequency_per_chunk,113,5,163,0.05
chunk01,hybrid_draft70_qk30_score_per_chunk,113,5,163,0.05
chunk01,hybrid_draft50_qk50_score_per_chunk,113,5,163,0.05
chunk02,draft_frequency_per_chunk,102,5,163,0.05
chunk02,qk_frequency_per_chunk,102,5,163,0.05
chunk02,hybrid_draft70_qk30_score_per_chunk,102,5,163,0.05
chunk02,hybrid_draft50_qk50_score_per_chunk,102,5,163,0.05
chunk03,draft_frequency_per_chunk,184,9,163,0.05
chunk03,qk_frequency_per_chunk,184,9,163,0.05
chunk03,hybrid_draft70_qk30_score_per_chunk,184,9,163,0.05
chunk03,hybrid_draft50_qk50_score_per_chunk,184,9,163,0.05
chunk04,draft_frequency_per_chunk,57,2,163,0.05
chunk04,qk_frequency_per_chunk,57,2,163,0.05
chunk04,hybrid_draft70_qk30_score_per_chunk,57,2,163,0.05
chunk04,hybrid_draft50_qk50_score_per_chunk,57,2,163,0.05
chunk05,draft_frequency_per_chunk,109,5,163,0.05
chunk05,qk_frequency_per_chunk,109,5,163,0.05
chunk05,hybrid_draft70_qk30_score_per_chunk,109,5,163,0.05
chunk05,hybrid_draft50_qk50_score_per_chunk,109,5,163,0.05
chunk06,draft_frequency_per_chunk,179,8,163,0.05
chunk06,qk_frequency_per_chunk,179,8,163,0.05
chunk06,hybrid_draft70_qk30_score_per_chunk,179,8,163,0.05
chunk06,hybrid_draft50_qk50_score_per_chunk,179,8,163,0.05
chunk07,draft_frequency_per_chunk,153,7,163,0.05
chunk07,qk_frequency_per_chunk,153,7,163,0.05
chunk07,hybrid_draft70_qk30_score_per_chunk,153,7,163,0.05
chunk07,hybrid_draft50_qk50_score_per_chunk,153,7,163,0.05
chunk08,draft_frequency_per_chunk,88,4,163,0.05
chunk08,qk_frequency_per_chunk,88,4,163,0.05
chunk08,hybrid_draft70_qk30_score_per_chunk,88,4,163,0.05
chunk08,hybrid_draft50_qk50_score_per_chunk,88,4,163,0.05
chunk09,draft_frequency_per_chunk,126,6,163,0.05
chunk09,qk_frequency_per_chunk,126,6,163,0.05
chunk09,hybrid_draft70_qk30_score_per_chunk,126,6,163,0.05
chunk09,hybrid_draft50_qk50_score_per_chunk,126,6,163,0.05
chunk10,draft_frequency_per_chunk,226,11,163,0.05
chunk10,qk_frequency_per_chunk,226,11,163,0.05
chunk10,hybrid_draft70_qk30_score_per_chunk,226,11,163,0.05
chunk10,hybrid_draft50_qk50_score_per_chunk,226,11,163,0.05
chunk11,draft_frequency_per_chunk,151,7,163,0.05
chunk11,qk_frequency_per_chunk,151,7,163,0.05
chunk11,hybrid_draft70_qk30_score_per_chunk,151,7,163,0.05
chunk11,hybrid_draft50_qk50_score_per_chunk,151,7,163,0.05
chunk12,draft_frequency_per_chunk,322,16,163,0.05
chunk12,qk_frequency_per_chunk,322,16,163,0.05
chunk12,hybrid_draft70_qk30_score_per_chunk,322,16,163,0.05
chunk12,hybrid_draft50_qk50_score_per_chunk,322,16,163,0.05
chunk13,draft_frequency_per_chunk,83,4,163,0.05
chunk13,qk_frequency_per_chunk,83,4,163,0.05
chunk13,hybrid_draft70_qk30_score_per_chunk,83,4,163,0.05
chunk13,hybrid_draft50_qk50_score_per_chunk,83,4,163,0.05
chunk14,draft_frequency_per_chunk,105,5,163,0.05
chunk14,qk_frequency_per_chunk,105,5,163,0.05
chunk14,hybrid_draft70_qk30_score_per_chunk,105,5,163,0.05
chunk14,hybrid_draft50_qk50_score_per_chunk,105,5,163,0.05
chunk15,draft_frequency_per_chunk,160,8,163,0.05
chunk15,qk_frequency_per_chunk,160,8,163,0.05
chunk15,hybrid_draft70_qk30_score_per_chunk,160,8,163,0.05
chunk15,hybrid_draft50_qk50_score_per_chunk,160,8,163,0.05
chunk16,draft_frequency_per_chunk,122,6,163,0.05
chunk16,qk_frequency_per_chunk,122,6,163,0.05
chunk16,hybrid_draft70_qk30_score_per_chunk,122,6,163,0.05
chunk16,hybrid_draft50_qk50_score_per_chunk,122,6,163,0.05
chunk17,draft_frequency_per_chunk,159,7,163,0.05
chunk17,qk_frequency_per_chunk,159,7,163,0.05
chunk17,hybrid_draft70_qk30_score_per_chunk,159,7,163,0.05
chunk17,hybrid_draft50_qk50_score_per_chunk,159,7,163,0.05
chunk00,draft_frequency_per_chunk,63,3,164,0.05
chunk00,qk_frequency_per_chunk,63,3,164,0.05
chunk00,hybrid_draft70_qk30_score_per_chunk,63,3,164,0.05
chunk00,hybrid_draft50_qk50_score_per_chunk,63,3,164,0.05
chunk01,draft_frequency_per_chunk,101,5,164,0.05
chunk01,qk_frequency_per_chunk,101,5,164,0.05
chunk01,hybrid_draft70_qk30_score_per_chunk,101,5,164,0.05
chunk01,hybrid_draft50_qk50_score_per_chunk,101,5,164,0.05
chunk02,draft_frequency_per_chunk,102,5,164,0.05
chunk02,qk_frequency_per_chunk,102,5,164,0.05
chunk02,hybrid_draft70_qk30_score_per_chunk,102,5,164,0.05
chunk02,hybrid_draft50_qk50_score_per_chunk,102,5,164,0.05
chunk03,draft_frequency_per_chunk,216,10,164,0.05
chunk03,qk_frequency_per_chunk,216,10,164,0.05
chunk03,hybrid_draft70_qk30_score_per_chunk,216,10,164,0.05
chunk03,hybrid_draft50_qk50_score_per_chunk,216,10,164,0.05
chunk04,draft_frequency_per_chunk,150,7,164,0.05
chunk04,qk_frequency_per_chunk,150,7,164,0.05
