example_id,chunk_id,method,rate,chunk_len,selected_count
3,9,offline3b_top2_mean_global,0.15,944,94
3,10,offline3b_top2_mean_global,0.15,770,235
3,11,offline3b_top2_mean_global,0.15,960,98
3,12,offline3b_top2_mean_global,0.15,179,78
3,13,offline3b_top2_mean_global,0.15,592,121
3,14,offline3b_top2_mean_global,0.15,953,75
3,15,offline3b_top2_mean_global,0.15,955,24
3,16,offline3b_top2_mean_global,0.15,415,48
3,17,offline3b_top2_mean_global,0.15,628,110
3,18,offline3b_top2_mean_global,0.15,304,90
3,19,offline3b_top2_mean_global,0.15,957,252
3,20,offline3b_top2_mean_global,0.15,956,85
3,21,offline3b_top2_mean_global,0.15,944,41
3,22,offline3b_top2_mean_global,0.15,948,277
3,23,offline3b_top2_mean_global,0.15,415,281
3,0,offline3b_freq_boundary0p02_global,0.15,893,138
3,1,offline3b_freq_boundary0p02_global,0.15,119,36
3,2,offline3b_freq_boundary0p02_global,0.15,555,70
3,3,offline3b_freq_boundary0p02_global,0.15,128,65
3,4,offline3b_freq_boundary0p02_global,0.15,648,88
3,5,offline3b_freq_boundary0p02_global,0.15,959,59
3,6,offline3b_freq_boundary0p02_global,0.15,944,71
3,7,offline3b_freq_boundary0p02_global,0.15,974,59
3,8,offline3b_freq_boundary0p02_global,0.15,960,55
3,9,offline3b_freq_boundary0p02_global,0.15,944,72
3,10,offline3b_freq_boundary0p02_global,0.15,770,182
3,11,offline3b_freq_boundary0p02_global,0.15,960,89
3,12,offline3b_freq_boundary0p02_global,0.15,179,91
3,13,offline3b_freq_boundary0p02_global,0.15,592,128
3,14,offline3b_freq_boundary0p02_global,0.15,953,87
3,15,offline3b_freq_boundary0p02_global,0.15,955,45
3,16,offline3b_freq_boundary0p02_global,0.15,415,60
3,17,offline3b_freq_boundary0p02_global,0.15,628,116
3,18,offline3b_freq_boundary0p02_global,0.15,304,99
3,19,offline3b_freq_boundary0p02_global,0.15,957,236
3,20,offline3b_freq_boundary0p02_global,0.15,956,92
3,21,offline3b_freq_boundary0p02_global,0.15,944,64
3,22,offline3b_freq_boundary0p02_global,0.15,948,269
3,23,offline3b_freq_boundary0p02_global,0.15,415,294
4,0,offline3b_mean_score_global,0.15,937,179
4,1,offline3b_mean_score_global,0.15,958,86
4,2,offline3b_mean_score_global,0.15,950,110
4,3,offline3b_mean_score_global,0.15,316,59
4,4,offline3b_mean_score_global,0.15,953,115
4,5,offline3b_mean_score_global,0.15,509,34
4,6,offline3b_mean_score_global,0.15,521,64
4,7,offline3b_mean_score_global,0.15,929,130
4,8,offline3b_mean_score_global,0.15,973,35
4,9,offline3b_mean_score_global,0.15,566,125
4,10,offline3b_mean_score_global,0.15,950,116
4,11,offline3b_mean_score_global,0.15,966,137
4,12,offline3b_mean_score_global,0.15,84,31
4,13,offline3b_mean_score_global,0.15,964,100
4,14,offline3b_mean_score_global,0.15,934,63
4,15,offline3b_mean_score_global,0.15,911,69
4,16,offline3b_mean_score_global,0.15,935,54
4,17,offline3b_mean_score_global,0.15,924,75
4,18,offline3b_mean_score_global,0.15,64,35
4,19,offline3b_mean_score_global,0.15,789,200
4,20,offline3b_mean_score_global,0.15,911,225
4,21,offline3b_mean_score_global,0.15,226,64
4,22,offline3b_mean_score_global,0.15,77,70
4,23,offline3b_mean_score_global,0.15,527,113
4,24,offline3b_mean_score_global,0.15,63,59
4,25,offline3b_mean_score_global,0.15,347,244
4,0,offline3b_top2_mean_global,0.15,937,208
4,1,offline3b_top2_mean_global,0.15,958,90
4,2,offline3b_top2_mean_global,0.15,950,101
4,3,offline3b_top2_mean_global,0.15,316,61
4,4,offline3b_top2_mean_global,0.15,953,134
4,5,offline3b_top2_mean_global,0.15,509,33
4,6,offline3b_top2_mean_global,0.15,521,65
4,7,offline3b_top2_mean_global,0.15,929,151
4,8,offline3b_top2_mean_global,0.15,973,42
4,9,offline3b_top2_mean_global,0.15,566,106
4,10,offline3b_top2_mean_global,0.15,950,137
4,11,offline3b_top2_mean_global,0.15,966,107
4,12,offline3b_top2_mean_global,0.15,84,29
4,13,offline3b_top2_mean_global,0.15,964,126
4,14,offline3b_top2_mean_global,0.15,934,67
4,15,offline3b_top2_mean_global,0.15,911,68
4,16,offline3b_top2_mean_global,0.15,935,66
4,17,offline3b_top2_mean_global,0.15,924,77
4,18,offline3b_top2_mean_global,0.15,64,30
4,19,offline3b_top2_mean_global,0.15,789,188
4,20,offline3b_top2_mean_global,0.15,911,204
4,21,offline3b_top2_mean_global,0.15,226,54
4,22,offline3b_top2_mean_global,0.15,77,67
4,23,offline3b_top2_mean_global,0.15,527,94
4,24,offline3b_top2_mean_global,0.15,63,52
4,25,offline3b_top2_mean_global,0.15,347,235
4,0,offline3b_freq_boundary0p02_global,0.15,937,148
4,1,offline3b_freq_boundary0p02_global,0.15,958,85
4,2,offline3b_freq_boundary0p02_global,0.15,950,119
4,3,offline3b_freq_boundary0p02_global,0.15,316,58
4,4,offline3b_freq_boundary0p02_global,0.15,953,103
4,5,offline3b_freq_boundary0p02_global,0.15,509,48
4,6,offline3b_freq_boundary0p02_global,0.15,521,58
4,7,offline3b_freq_boundary0p02_global,0.15,929,114
4,8,offline3b_freq_boundary0p02_global,0.15,973,48
4,9,offline3b_freq_boundary0p02_global,0.15,566,127
4,10,offline3b_freq_boundary0p02_global,0.15,950,112
4,11,offline3b_freq_boundary0p02_global,0.15,966,139
4,12,offline3b_freq_boundary0p02_global,0.15,84,44
4,13,offline3b_freq_boundary0p02_global,0.15,964,85
4,14,offline3b_freq_boundary0p02_global,0.15,934,70
4,15,offline3b_freq_boundary0p02_global,0.15,911,73
4,16,offline3b_freq_boundary0p02_global,0.15,935,58
4,17,offline3b_freq_boundary0p02_global,0.15,924,79
4,18,offline3b_freq_boundary0p02_global,0.15,64,43
4,19,offline3b_freq_boundary0p02_global,0.15,789,202
4,20,offline3b_freq_boundary0p02_global,0.15,911,214
4,21,offline3b_freq_boundary0p02_global,0.15,226,75
4,22,offline3b_freq_boundary0p02_global,0.15,77,74
4,23,offline3b_freq_boundary0p02_global,0.15,527,116
4,24,offline3b_freq_boundary0p02_global,0.15,63,63
4,25,offline3b_freq_boundary0p02_global,0.15,347,237
5,0,offline3b_mean_score_global,0.15,948,138
5,1,offline3b_mean_score_global,0.15,937,59
5,2,offline3b_mean_score_global,0.15,961,123
5,3,offline3b_mean_score_global,0.15,928,152
5,4,offline3b_mean_score_global,0.15,926,124
5,5,offline3b_mean_score_global,0.15,937,197
5,6,offline3b_mean_score_global,0.15,942,191
5,7,offline3b_mean_score_global,0.15,961,180
5,8,offline3b_mean_score_global,0.15,949,203
5,9,offline3b_mean_score_global,0.15,401,96
5,10,offline3b_mean_score_global,0.15,326,60
