source,kind,layer,relative_l2,diff_norm,full_norm,source_norm,cosine_source_full,delta_energy_share
preprocess,hidden_layer_input,34,0.28060637775754227,40486.96121824285,144283.8239878695,140427.24726660067,0.959915856091122,0.0002913010999757959
preprocess,hidden_layer_input,35,0.281059025111499,40799.89941891708,145164.87916632934,141173.07778131778,0.9597748809739709,0.0002958216438999026
preprocess,hidden_layer_input,36,0.2898587469029263,41475.61606195561,143089.06150017199,138972.95880044435,0.9571727303350118,0.00030570141741760067
preprocess,hidden_layer_input,37,0.30641206638929464,43088.61822616995,140623.1116610993,136985.01213613662,0.9521526178752309,0.0003299414629960841
preprocess,hidden_layer_input,38,0.3118436641403017,42607.00077598751,136629.36168175016,132759.25278488125,0.9503722097399865,0.00032260692782511033
preprocess,hidden_layer_input,39,0.3254753932502526,44419.27038090422,136475.049426397,132322.8353943963,0.9458481685512337,0.0003506344653942876
preprocess,hidden_layer_input,40,0.3403189897893333,46759.87399169025,137400.13162543732,133247.31155496158,0.9407577037843892,0.0003885602997897282
preprocess,hidden_layer_input,41,0.34475146249182903,48312.17025113858,140136.2300305938,136236.27819779687,0.9392703819223286,0.00041478673141685676
preprocess,hidden_layer_input,42,0.36859993341140623,52975.36452092614,143720.49400724832,140052.22204391297,0.9306220092680231,0.0004987233116088347
preprocess,hidden_layer_input,43,0.3808029204715723,55371.14949056277,145406.3152194137,142046.24057283247,0.9260527928290264,0.0005448523647130512
preprocess,hidden_layer_input,44,1.2352245171963416,453541.3848477612,367173.2373618923,392158.3958929255,0.28788307098096044,0.036554900392150556
preprocess,hidden_layer_input,45,1.2304340432824905,460006.9288757371,373857.44598593324,399208.0599756222,0.29323922717078227,0.037604559684867506
preprocess,hidden_layer_input,46,1.2181995619540666,462894.475471327,379982.46751034446,405601.1937440828,0.30699093609886197,0.03807814264648614
preprocess,hidden_layer_input,47,1.2053908390806334,464091.6077825449,385013.3854812713,410822.1136879075,0.3212613043699654,0.03827535182689665
preprocess,hidden_layer_input,48,1.1951347177740623,466118.2434707421,390013.13955541933,415651.2639360369,0.3319053998845594,0.038610370012227044
