example_id,chunk_id,method,rate,chunk_len,selected_count,n_calibration_queries
158,6,qk_mean_score_per_chunk,0.15,126,18,8
158,7,qk_frequency_per_chunk,0.15,129,19,8
158,7,qk_mean_score_per_chunk,0.15,129,19,8
158,8,qk_frequency_per_chunk,0.15,123,18,8
158,8,qk_mean_score_per_chunk,0.15,123,18,8
158,9,qk_frequency_per_chunk,0.15,209,31,8
158,9,qk_mean_score_per_chunk,0.15,209,31,8
158,10,qk_frequency_per_chunk,0.15,89,13,8
158,10,qk_mean_score_per_chunk,0.15,89,13,8
158,11,qk_frequency_per_chunk,0.15,89,13,8
158,11,qk_mean_score_per_chunk,0.15,89,13,8
158,12,qk_frequency_per_chunk,0.15,40,6,8
158,12,qk_mean_score_per_chunk,0.15,40,6,8
158,13,qk_frequency_per_chunk,0.15,70,10,8
158,13,qk_mean_score_per_chunk,0.15,70,10,8
158,14,qk_frequency_per_chunk,0.15,107,16,8
158,14,qk_mean_score_per_chunk,0.15,107,16,8
158,15,qk_frequency_per_chunk,0.15,63,9,8
158,15,qk_mean_score_per_chunk,0.15,63,9,8
158,16,qk_frequency_per_chunk,0.15,112,16,8
158,16,qk_mean_score_per_chunk,0.15,112,16,8
158,17,qk_frequency_per_chunk,0.15,87,13,8
158,17,qk_mean_score_per_chunk,0.15,87,13,8
160,0,qk_frequency_per_chunk,0.15,42,6,8
160,0,qk_mean_score_per_chunk,0.15,42,6,8
160,1,qk_frequency_per_chunk,0.15,119,17,8
160,1,qk_mean_score_per_chunk,0.15,119,17,8
160,2,qk_frequency_per_chunk,0.15,95,14,8
160,2,qk_mean_score_per_chunk,0.15,95,14,8
160,3,qk_frequency_per_chunk,0.15,170,25,8
160,3,qk_mean_score_per_chunk,0.15,170,25,8
160,4,qk_frequency_per_chunk,0.15,157,23,8
160,4,qk_mean_score_per_chunk,0.15,157,23,8
160,5,qk_frequency_per_chunk,0.15,198,29,8
160,5,qk_mean_score_per_chunk,0.15,198,29,8
160,6,qk_frequency_per_chunk,0.15,109,16,8
160,6,qk_mean_score_per_chunk,0.15,109,16,8
160,7,qk_frequency_per_chunk,0.15,52,7,8
160,7,qk_mean_score_per_chunk,0.15,52,7,8
160,8,qk_frequency_per_chunk,0.15,84,12,8
160,8,qk_mean_score_per_chunk,0.15,84,12,8
160,9,qk_frequency_per_chunk,0.15,65,9,8
