example_id,chunk_id,method,rate,chunk_len,selected_count,n_queries,score_status,status
173,8,docgen_draft_smart_frequency_global,0.2,312,62,32,ok,
173,9,docgen_draft_smart_frequency_global,0.1,198,19,32,ok,
173,9,docgen_draft_smart_frequency_global,0.15,198,29,32,ok,
173,9,docgen_draft_smart_frequency_global,0.2,198,39,32,ok,
173,10,docgen_draft_smart_frequency_global,0.1,175,17,32,ok,
173,10,docgen_draft_smart_frequency_global,0.15,175,26,32,ok,
173,10,docgen_draft_smart_frequency_global,0.2,175,35,32,ok,
173,11,docgen_draft_smart_frequency_global,0.1,74,7,32,ok,
173,11,docgen_draft_smart_frequency_global,0.15,74,11,32,ok,
173,11,docgen_draft_smart_frequency_global,0.2,74,14,32,ok,
173,12,docgen_draft_smart_frequency_global,0.1,121,12,32,ok,
173,12,docgen_draft_smart_frequency_global,0.15,121,18,32,ok,
173,12,docgen_draft_smart_frequency_global,0.2,121,24,32,ok,
174,0,docgen_draft_smart_frequency_global,0.1,114,11,32,ok,
174,0,docgen_draft_smart_frequency_global,0.15,114,17,32,ok,
174,0,docgen_draft_smart_frequency_global,0.2,114,22,32,ok,
174,1,docgen_draft_smart_frequency_global,0.1,56,5,32,ok,
174,1,docgen_draft_smart_frequency_global,0.15,56,8,32,ok,
174,1,docgen_draft_smart_frequency_global,0.2,56,11,32,ok,
174,2,docgen_draft_smart_frequency_global,0.1,42,4,32,ok,
174,2,docgen_draft_smart_frequency_global,0.15,42,6,32,ok,
174,2,docgen_draft_smart_frequency_global,0.2,42,8,32,ok,
174,3,docgen_draft_smart_frequency_global,0.1,75,7,32,ok,
174,3,docgen_draft_smart_frequency_global,0.15,75,11,32,ok,
174,3,docgen_draft_smart_frequency_global,0.2,75,15,32,ok,
174,4,docgen_draft_smart_frequency_global,0.1,99,9,32,ok,
174,4,docgen_draft_smart_frequency_global,0.15,99,14,32,ok,
174,4,docgen_draft_smart_frequency_global,0.2,99,19,32,ok,
174,5,docgen_draft_smart_frequency_global,0.1,42,4,32,ok,
174,5,docgen_draft_smart_frequency_global,0.15,42,6,32,ok,
174,5,docgen_draft_smart_frequency_global,0.2,42,8,32,ok,
174,6,docgen_draft_smart_frequency_global,0.1,265,26,32,ok,
174,6,docgen_draft_smart_frequency_global,0.15,265,39,32,ok,
174,6,docgen_draft_smart_frequency_global,0.2,265,53,32,ok,
174,7,docgen_draft_smart_frequency_global,0.1,109,10,32,ok,
174,7,docgen_draft_smart_frequency_global,0.15,109,16,32,ok,
174,7,docgen_draft_smart_frequency_global,0.2,109,21,32,ok,
174,8,docgen_draft_smart_frequency_global,0.1,59,5,32,ok,
174,8,docgen_draft_smart_frequency_global,0.15,59,8,32,ok,
174,8,docgen_draft_smart_frequency_global,0.2,59,11,32,ok,
174,9,docgen_draft_smart_frequency_global,0.1,53,5,32,ok,
174,9,docgen_draft_smart_frequency_global,0.15,53,7,32,ok,
174,9,docgen_draft_smart_frequency_global,0.2,53,10,32,ok,
174,10,docgen_draft_smart_frequency_global,0.1,79,7,32,ok,
174,10,docgen_draft_smart_frequency_global,0.15,79,11,32,ok,
174,10,docgen_draft_smart_frequency_global,0.2,79,15,32,ok,
174,11,docgen_draft_smart_frequency_global,0.1,134,13,32,ok,
174,11,docgen_draft_smart_frequency_global,0.15,134,20,32,ok,
174,11,docgen_draft_smart_frequency_global,0.2,134,26,32,ok,
174,12,docgen_draft_smart_frequency_global,0.1,47,4,32,ok,
174,12,docgen_draft_smart_frequency_global,0.15,47,7,32,ok,
174,12,docgen_draft_smart_frequency_global,0.2,47,9,32,ok,
174,13,docgen_draft_smart_frequency_global,0.1,78,7,32,ok,
174,13,docgen_draft_smart_frequency_global,0.15,78,11,32,ok,
174,13,docgen_draft_smart_frequency_global,0.2,78,15,32,ok,
174,14,docgen_draft_smart_frequency_global,0.1,63,6,32,ok,
174,14,docgen_draft_smart_frequency_global,0.15,63,9,32,ok,
174,14,docgen_draft_smart_frequency_global,0.2,63,12,32,ok,
174,15,docgen_draft_smart_frequency_global,0.1,194,19,32,ok,
174,15,docgen_draft_smart_frequency_global,0.15,194,29,32,ok,
174,15,docgen_draft_smart_frequency_global,0.2,194,38,32,ok,
174,16,docgen_draft_smart_frequency_global,0.1,129,12,32,ok,
174,16,docgen_draft_smart_frequency_global,0.15,129,19,32,ok,
174,16,docgen_draft_smart_frequency_global,0.2,129,25,32,ok,
174,17,docgen_draft_smart_frequency_global,0.1,51,5,32,ok,
174,17,docgen_draft_smart_frequency_global,0.15,51,7,32,ok,
174,17,docgen_draft_smart_frequency_global,0.2,51,10,32,ok,
174,18,docgen_draft_smart_frequency_global,0.1,146,14,32,ok,
174,18,docgen_draft_smart_frequency_global,0.15,146,21,32,ok,
174,18,docgen_draft_smart_frequency_global,0.2,146,29,32,ok,
